INSEE_C;taux_vacance_25_pct;taux_vacance_long_25_pct
72103;7.59;
72104;11.6;5.8
72110;4.65;
72112;9.88;
72115;8.91;6.06
72118;13.25;10.31
72120;;
72122;4.75;
72123;;
72124;6.32;3.66
72127;2.21;
72131;5.12;
72132;8.7;5.1
72133;2.9;
72137;7.17;5.23
72138;13.28;8.65
72139;8.26;5.43
72141;7.17;3.36
72143;11.51;6.45
72146;2.38;1.5
72147;3.74;
72148;;
72150;2.19;
72151;8.85;6.25
72154;6.34;3.7
72155;2.91;1.35
72156;5.98;3.21
72157;3.86;
72158;8.37;5.51
72161;7.65;3.91
72163;;
72164;;
72165;4.19;2.71
72168;6.24;3.45
72169;3.37;
72172;5.41;2.14
72173;5.66;
72175;8.13;5.68
72176;9.58;6.28
72179;8.8;6.2
72180;12.12;7.52
72181;6.76;2.79
72182;11.03;7.95
72183;9.29;
72185;4.73;
72187;5.12;3.2
72188;;
72189;11.4;7.05
72191;8.89;5.33
72194;;
72195;6.44;4.53
72198;4.69;1.38
72200;3.42;1.93
72205;4.82;2.6
72208;11.06;
72211;13.46;10.1
72212;9.48;5.75
72213;2.56;0.92
72215;10.66;7.44
72217;5.05;3.6
72220;11.93;8.75
72223;7.97;4.26
72225;6.43;
72226;4.26;
72227;;
72228;7.09;3.44
72230;3.98;
72231;5.19;2.73
72241;6.98;4.7
72243;7.12;4.44
72244;5.99;2.92
72245;;
72247;4.59;1.94
72248;9.4;6.65
72250;10.83;
72252;4.77;
72253;5.47;3.45
72255;9.33;
72256;8.38;5.08
72257;2.95;1.73
72260;3.93;2.46
72262;10.53;6.76
72264;9.63;5.74
72267;7.64;
72268;8.33;
72269;15.97;11.22
72275;3.55;
72276;8.06;4.17
72278;15.0;10.22
72280;2.81;
72289;3.89;1.83
72290;4.46;2.62
72291;7.21;4.48
72296;8.0;5.18
72299;3.51;1.71
72300;4.73;2.92
72303;9.79;5.73
72305;6.07;
72308;4.35;1.85
72310;3.58;2.19
72315;8.37;5.66
72316;4.03;
72317;10.47;
72320;3.2;1.65
72324;6.38;
72325;9.89;6.07
72328;2.62;0.83
72329;3.46;1.81
72331;7.82;
72333;10.18;
72334;15.4;9.23
72337;10.69;7.33
72338;;
72343;6.79;
72344;2.99;1.16
72346;5.1;2.71
72348;;
72349;7.03;
72350;3.12;1.6
72351;16.02;8.83
72356;6.56;
72357;5.79;
72358;7.17;4.22
72359;4.91;3.01
72360;3.74;2.02
72363;5.31;2.29
72364;9.51;7.1
72367;7.65;4.25
72370;9.5;
72372;;0.0
72373;9.71;6.42
72377;3.98;
72378;3.23;
72380;7.89;
72381;4.79;
72385;4.48;2.49
72386;5.67;3.3
73003;8.2;4.7
73004;6.2;4.14
73006;6.24;3.28
73007;8.07;4.61
73008;6.82;3.27
73010;5.21;3.32
73011;9.87;5.99
73015;2.91;1.01
73019;6.65;4.68
73021;9.55;6.16
73023;5.59;3.75
73024;4.16;1.84
73026;6.62;
73029;4.61;2.23
73030;4.04;1.47
73031;6.02;2.65
73032;9.58;5.85
73033;4.74;
73034;7.43;4.76
73036;7.35;4.9
73039;7.11;
73040;7.68;5.74
73041;7.87;
73043;4.37;2.4
73047;5.65;3.32
73048;12.38;
73051;5.08;2.72
73053;10.04;
73054;4.8;2.32
73055;6.27;3.32
73057;9.07;5.3
73058;11.67;8.5
73059;5.57;3.12
73063;10.94;
73064;5.03;2.79
73065;6.79;3.02
73067;7.45;4.1
73068;;
73069;10.48;6.5
73070;7.18;
73071;6.01;2.97
73073;5.44;
73076;;
73079;5.07;
73081;6.3;
73082;5.41;
73084;9.48;6.25
73085;7.67;4.21
73086;9.68;
73087;5.66;3.05
73089;7.21;5.03
73090;7.73;
73091;7.41;
73094;6.59;3.99
73096;7.12;4.98
73097;5.24;
73098;7.47;4.98
73100;3.65;2.09
73103;4.8;3.03
73104;;
73105;7.48;4.17
73106;4.38;
73107;8.15;5.43
73109;10.49;7.42
73110;11.24;
73114;8.73;6.21
73116;4.77;2.98
73117;13.94;10.18
73119;16.09;
73121;5.49;3.38
73123;9.39;5.38
73124;4.72;2.78
73128;5.44;2.47
73129;9.97;7.64
73130;4.55;3.0
73132;6.63;4.54
73135;10.31;7.23
73137;3.78;1.45
73141;5.52;
73142;2.86;1.19
73145;4.39;
73146;6.06;
73150;5.13;2.24
73151;5.82;3.68
73153;5.06;
73154;5.36;3.19
73155;3.83;2.19
73157;9.5;5.99
73159;6.15;
73160;8.9;5.87
73161;9.45;5.88
73164;5.82;3.99
73171;6.17;3.0
73173;7.85;4.23
73175;;
73176;4.89;2.85
73179;4.37;1.82
73180;8.84;
73181;14.7;8.53
73182;3.6;1.89
73183;5.37;3.48
73186;4.1;2.4
73187;13.39;9.65
73188;10.98;7.58
73191;5.1;3.92
73194;11.56;6.03
73197;7.8;4.38
73201;9.09;5.98
73204;10.23;6.74
73206;6.08;4.15
73210;6.73;6.73
73211;7.35;5.19
73212;11.9;7.45
73213;4.35;2.23
73215;5.78;3.65
73216;7.66;
73218;10.65;5.87
73219;5.01;
73221;7.69;
73222;4.54;1.94
73223;9.15;6.65
73224;9.74;6.67
73225;4.49;2.4
73226;7.0;4.5
73227;5.06;2.4
73228;3.75;
73230;7.83;5.62
73231;11.28;7.92
73232;9.29;5.24
73235;4.53;2.72
73236;8.68;5.81
73237;7.72;
73240;4.27;
73241;7.77;5.45
73242;7.47;5.48
73243;4.67;3.08
73245;6.76;
73246;;
73247;7.86;5.24
73248;11.25;6.62
73249;3.42;1.5
73250;11.11;7.94
73253;11.49;
73255;10.64;7.32
73256;12.76;7.82
73257;3.9;1.97
73258;10.7;7.84
73259;12.32;
73261;13.19;8.75
73262;10.98;
73268;11.33;8.62
73269;7.12;4.11
73270;8.99;5.9
73278;7.53;5.38
73280;7.56;5.04
73282;3.85;
73283;6.07;
73284;6.1;3.81
73285;7.81;3.84
73286;7.15;4.16
73288;5.37;3.77
73290;6.29;4.01
73296;5.59;1.51
73297;6.5;
73298;7.39;4.99
73300;6.5;2.97
73303;9.05;6.43
73304;3.19;1.15
73306;5.81;3.74
73307;6.18;3.21
73308;5.97;
73310;3.97;
73312;7.6;
73317;6.99;4.87
73318;3.35;1.3
73320;5.49;
73322;4.9;2.55
73326;3.66;1.92
73327;5.8;
73328;5.03;1.92
73329;4.09;2.43
73330;9.79;5.81
74001;11.17;7.91
74002;3.6;2.06
74004;6.73;
74005;3.55;1.84
74006;3.72;1.38
74007;5.94;4.06
74008;6.86;3.6
74009;2.52;
74010;4.36;1.62
74012;7.58;4.08
74013;4.16;1.57
74014;3.99;1.53
74015;7.03;
74016;5.43;3.77
74018;6.15;4.77
74019;2.97;1.16
74021;4.02;2.38
74024;5.53;2.81
74025;6.32;4.0
74026;2.9;1.06
74030;14.76;8.1
74031;5.97;3.11
74032;5.93;3.27
74033;5.79;3.33
74034;7.96;3.82
74036;5.63;
74037;5.96;4.15
74038;7.05;3.4
74040;5.66;2.54
74041;8.26;
74042;7.12;3.39
74043;5.38;3.07
74044;4.42;
74045;11.57;
74046;5.29;
74051;4.01;
74052;2.51;
74053;4.46;
74054;8.07;
74055;5.75;
74056;4.34;1.99
74057;7.31;4.23
74058;6.07;3.53
74060;18.33;
74061;6.55;4.15
74062;5.72;2.11
74063;4.23;1.68
74065;;
74067;4.41;1.6
74068;;
74069;6.48;
74070;5.01;1.95
74073;5.68;
74074;7.84;
74076;3.29;
74077;5.22;
74078;6.17;
74079;8.76;
74080;4.68;2.82
74081;9.5;5.56
74082;6.26;2.91
74083;6.3;3.87
74085;4.02;1.77
74086;6.1;
74087;4.19;2.55
74088;4.31;2.16
74089;6.86;4.2
74090;8.62;5.51
74091;8.1;3.54
74094;3.54;1.79
74096;5.31;2.95
74097;6.78;4.71
74098;3.5;
74099;6.32;2.99
74103;7.2;4.6
74104;3.84;1.63
74105;5.62;2.72
74108;3.83;1.85
74109;3.62;
74112;3.05;1.07
74114;9.33;5.98
74116;6.07;3.14
74117;;
74118;5.69;3.51
74119;7.06;3.4
74121;5.62;2.81
74122;4.37;
74123;6.7;3.99
74124;3.66;2.29
74126;4.37;
74127;9.63;5.96
74128;5.0;3.02
74129;;
74130;7.18;
74131;4.14;2.03
74133;8.8;4.66
74134;5.31;2.21
74136;3.99;2.11
74137;5.05;2.95
74138;5.93;
74139;7.86;5.36
74140;7.72;4.6
74142;7.26;
74143;4.26;2.11
74144;;
74146;5.47;3.79
74147;4.38;1.54
74150;5.35;2.73
74151;6.34;
74152;3.63;
74153;5.89;3.31
74154;7.23;4.06
74155;11.63;7.33
74157;5.95;3.45
74158;4.25;2.21
74159;9.46;6.27
74160;4.35;2.17
74161;4.14;2.18
74162;3.65;
74163;4.95;2.15
74164;7.85;4.17
74165;4.19;
74166;5.02;3.42
74168;3.5;
74169;5.76;2.86
74170;7.87;4.99
74171;5.22;2.91
74172;5.84;3.03
74173;6.92;3.71
74174;9.64;
74175;11.38;
74176;3.86;2.12
74177;3.94;
74179;4.88;
74180;4.67;2.3
74183;9.87;6.58
74184;4.33;
74185;7.41;4.83
74186;6.12;
74188;9.92;5.85
74189;7.91;5.05
74190;4.9;2.05
74191;6.09;4.01
74192;7.07;
74193;5.5;
74195;;
74196;6.8;
74197;4.76;2.73
74200;4.98;2.51
74201;5.01;2.86
74202;5.15;
74205;6.79;3.67
74206;8.21;4.31
74208;7.04;3.86
74209;5.35;3.62
74210;6.9;4.6
74211;5.03;3.36
74212;8.03;5.3
74213;2.49;0.81
74215;6.47;3.92
74216;5.68;3.3
74218;6.1;2.84
74219;3.85;
74220;4.88;2.17
74221;5.59;
74224;5.92;3.37
74225;6.33;3.32
74226;6.23;
74229;7.1;4.42
74233;5.09;3.26
74235;;
74236;5.85;3.05
74237;8.35;5.41
74238;8.85;5.01
74239;5.18;2.9
74240;5.28;3.47
74241;8.33;5.23
74242;4.48;1.73
74243;6.79;3.91
74244;5.11;
74249;4.81;2.72
74250;6.45;4.06
74253;3.72;
74255;4.56;2.82
74256;9.03;4.18
74257;;
74258;6.68;3.76
74260;3.7;
74261;;
74262;7.69;
74263;5.02;2.66
74264;6.77;4.11
74266;5.62;2.99
74267;4.5;2.08
74269;6.77;2.81
74271;11.64;8.47
74272;3.61;1.61
74273;11.99;7.79
74275;4.92;2.8
74276;6.74;4.31
74278;6.56;3.82
74279;5.84;2.29
74280;7.16;3.59
74281;6.46;2.88
74282;4.59;2.71
74283;4.77;2.67
74284;9.43;5.87
74285;7.96;
74286;8.92;5.72
74287;13.9;9.57
74288;5.82;3.11
74289;4.45;2.75
74290;6.96;3.06
74293;5.66;3.23
74294;5.83;3.54
74295;11.46;
74296;6.0;
74298;5.37;2.64
74299;5.66;3.21
74301;9.13;5.89
74302;7.81;5.13
74303;4.12;2.45
74304;5.8;2.55
74305;6.67;3.14
74306;;
74307;;
74308;9.96;4.88
74309;7.48;4.44
74310;4.84;3.01
74311;6.58;3.65
74312;3.57;
74313;6.57;
74314;6.03;4.69
74315;3.35;
75101;9.08;4.94
75102;8.7;4.81
75103;7.04;3.41
75104;8.1;4.13
75105;6.73;3.17
75106;8.42;4.79
75107;7.8;3.85
75108;10.29;6.37
75109;7.61;3.84
75110;7.72;4.12
75111;6.1;2.74
75112;5.72;2.45
75113;5.73;2.49
75114;6.12;2.59
75115;5.9;2.58
75116;6.53;3.35
75117;7.05;3.27
75118;7.25;3.41
75119;6.14;2.86
75120;5.63;2.34
76001;5.57;3.21
76004;;
76005;5.14;2.37
76007;;
76008;6.11;
76013;3.0;
76014;4.49;2.49
76015;5.86;
76018;7.23;5.29
76020;4.76;
76025;9.38;
76026;6.45;3.81
76034;6.42;4.37
76035;12.64;7.09
76041;3.16;
76043;;
76045;;
76050;4.16;
76051;6.82;3.17
76055;;
76056;5.56;
76057;4.13;1.73
76058;;
76060;6.98;
76067;7.4;
76069;3.46;2.14
76070;6.57;
76072;;
76088;;
76090;;
76091;;
76095;5.06;1.86
76096;4.96;
76101;7.57;5.1
76103;7.33;4.43
76106;;
76108;4.87;2.08
76110;;
76111;;
76114;9.2;4.81
76116;2.48;1.27
76119;;
76122;5.63;
76123;3.97;
76125;4.65;2.25
76126;;
76128;;
76129;;
76131;12.98;
76132;;
76133;3.77;
76134;;
76136;5.36;
76140;;
76141;4.03;
76143;3.02;
76146;5.23;3.47
76151;;
76152;5.83;
76156;;
76157;4.87;2.27
76158;;
76159;7.99;4.34
76163;;
76164;7.74;3.79
76165;10.5;5.95
76168;;
76169;4.44;
76173;;
76176;;
76178;3.38;1.22
76179;5.29;2.05
76181;;
76183;3.45;
76184;;
76186;6.37;
76190;;
76192;5.18;2.43
76194;;0.0
76196;3.81;1.95
76198;5.05;
76199;4.22;
76201;;
76206;;
76212;9.12;3.68
76216;7.64;3.08
76217;10.93;6.13
76219;9.72;5.39
76222;6.39;3.69
76223;;0.0
76224;3.56;
76225;;
76228;;
76231;17.38;10.36
76232;4.33;
76235;6.74;3.31
76236;;0.0
76238;3.04;1.29
76239;;
76240;2.71;
76245;3.1;
76247;;
76250;2.5;
76251;;
76252;3.12;
76253;4.0;
76254;7.45;4.04
76255;7.51;3.87
76258;4.69;2.15
76259;7.03;3.54
76260;7.8;5.07
76263;7.08;3.77
76270;1.88;
76271;3.4;1.7
76272;7.47;
76274;0.0;0.0
76275;2.65;
76276;11.3;6.25
76278;11.28;5.9
76281;3.67;
76282;6.06;3.26
76284;;
76286;3.4;
76287;3.43;
76288;;
76289;5.36;3.42
76291;3.97;
76294;6.02;
76295;11.13;5.66
76296;2.79;
76302;4.8;1.67
76305;3.22;1.82
76307;5.38;2.46
76312;12.15;7.02
76313;2.86;
76315;4.8;
76316;;
76318;3.81;
76319;3.66;1.92
76321;6.27;3.27
76322;4.05;1.57
76324;4.42;
76325;9.24;
76329;5.98;2.81
76331;8.5;
76332;;
76333;6.28;
76334;7.69;
76336;7.05;
76339;;
76341;6.31;2.44
76342;;
76346;10.29;
76348;4.66;
76349;5.24;3.46
76351;8.26;4.1
76354;2.94;
76355;7.52;3.9
76361;;
76365;;
76366;4.34;2.24
76367;1.72;
76374;5.93;3.25
76377;2.74;1.4
76378;5.6;3.86
76382;5.01;
76384;7.59;3.89
76385;4.25;2.45
76390;5.83;3.28
76391;2.85;
76392;8.39;4.93
76395;5.48;
76397;8.85;4.72
76398;5.3;
76400;6.64;3.52
76401;5.42;2.44
76402;3.74;1.59
76403;;
76404;;
76405;;
76406;;
76409;;
76410;5.44;2.38
76413;8.06;
76414;3.8;1.75
76416;;0.0
76418;3.55;
76419;;
76421;;
76427;5.41;
76429;5.32;1.55
76436;7.03;
76437;;
76440;;
76441;5.08;
76443;;
76446;4.33;2.17
76447;4.07;1.71
76451;4.74;1.73
76452;4.74;2.46
76456;;
76457;7.1;
76460;11.19;
76462;10.05;5.03
76464;2.19;
76465;5.88;
76467;3.71;
76468;3.44;
76471;2.87;
76474;4.38;2.03
76475;3.02;1.23
76476;3.47;1.51
76478;;
76480;;
76481;2.67;1.59
76482;3.32;2.09
76484;5.83;3.23
76486;8.33;
76488;;
76490;6.98;4.44
76492;9.41;
76493;6.87;
76494;;
76495;5.91;2.7
76497;5.03;2.5
76498;7.13;3.24
76499;3.75;
76502;;
76503;3.4;
76512;;
76515;4.74;
76516;;
76517;2.22;0.95
76522;2.97;
76528;4.62;
76531;;
76533;2.3;
76534;5.81;
76536;3.09;
76540;10.63;4.63
76541;2.23;
76545;3.56;1.72
76548;9.23;6.23
76550;2.68;
76551;;
76552;4.42;2.29
76553;;
76557;3.75;
76558;;
76560;3.69;
76561;5.72;2.69
76564;5.99;
76565;7.97;4.38
76566;5.29;
76568;;
76570;;
76572;;
76575;6.68;3.65
76576;3.59;
76581;6.43;
76583;;
76589;;
76590;;
76591;3.54;1.69
76594;3.75;
76595;3.21;1.43
76596;1.77;
76597;9.34;4.22
76599;4.46;2.02
76600;3.29;2.04
76602;6.64;
76606;;
76608;2.72;
76610;3.09;
76613;5.51;3.08
76614;3.85;1.63
76616;2.25;
76617;2.61;
76618;4.22;2.55
76619;8.89;
76624;5.16;2.48
76628;;
76631;4.36;
76632;7.05;
76634;;
76635;;
76636;2.44;
76637;3.69;
76640;4.72;2.51
76641;;
76642;;
76644;3.95;
76646;5.32;
76647;4.5;2.43
76648;8.15;5.33
76650;2.81;
76652;6.56;
76653;;
76654;;
76655;9.39;4.27
76656;6.3;
76657;4.78;
76660;;
76662;;
76663;5.22;2.54
76664;11.11;
76672;6.5;3.25
76675;5.01;2.51
76678;6.39;
76681;6.21;2.71
76682;4.04;
76683;7.19;
76684;6.4;
76685;;
76689;;
76692;;
76697;4.08;
76700;4.63;
76702;3.8;
76705;4.78;2.27
76707;2.88;
76708;;
76709;6.66;3.14
76711;9.03;5.67
76712;;
76714;3.27;
76716;;
76717;3.74;
76719;8.68;5.64
76720;4.96;2.29
76727;2.88;
76732;;
76734;;
76735;5.88;2.94
76736;3.41;
76739;9.77;
76743;3.46;2.0
76744;;
76748;6.58;
76750;4.6;
76751;4.38;
76752;5.73;3.91
76753;2.25;
76754;5.78;2.54
76755;6.67;
76756;;0.0
76757;;
76758;6.6;2.63
77001;6.13;4.13
77002;6.61;
77005;4.68;2.92
77007;;
77014;6.16;2.72
77016;5.62;
77018;10.73;9.08
77022;7.76;5.69
77024;7.78;
77026;9.68;
77027;11.03;7.93
77032;6.08;
77035;8.89;
77036;;
77037;4.23;2.52
77040;2.97;1.16
77041;6.74;
77047;5.41;3.61
77048;5.57;3.15
77051;11.04;7.36
77052;;
77053;5.3;2.85
77054;7.14;
77055;4.89;2.3
77056;;
77057;6.52;
77058;3.19;1.07
77061;5.52;2.9
77062;;
77065;6.19;3.85
77066;7.5;
77067;2.45;0.81
77069;6.45;3.46
77070;6.16;4.11
77072;11.71;
77075;6.9;5.04
77078;3.65;
77079;6.16;3.3
77083;4.87;2.98
77084;4.98;
77085;3.05;1.15
77086;6.45;4.48
77087;;
77088;8.88;6.04
77095;2.77;
77096;4.87;3.17
77097;;
77099;10.21;6.93
77100;6.29;4.21
77107;8.29;5.59
77108;4.24;2.0
77109;5.11;3.16
77110;;
77111;4.6;2.73
77114;4.33;2.84
77117;9.76;
77118;5.24;2.73
77121;2.63;1.17
77122;4.01;1.79
77123;;
77124;2.04;
77126;5.19;2.52
77127;11.85;9.51
77128;9.56;4.3
77130;6.67;
77131;8.24;4.49
77132;4.64;1.67
77136;;
77139;3.09;1.77
77142;6.29;3.91
77143;2.06;1.06
77144;;
77146;3.11;
77148;5.86;2.93
77151;8.72;
77152;4.91;1.82
77153;5.47;2.83
77155;4.75;2.48
77159;8.65;5.95
77164;;
77168;8.4;4.92
77169;1.86;0.55
77171;5.36;3.55
77175;3.56;2.34
77176;5.14;2.73
77181;4.89;1.91
77182;11.27;6.44
77183;8.16;4.06
77186;10.02;5.29
77190;;
77192;5.48;3.36
77193;;
77196;;
77197;;
77199;4.04;
77203;4.58;2.45
77204;;
77205;;
77207;;
77208;9.72;7.25
77210;4.55;2.56
77214;5.52;
77215;6.52;3.82
77216;6.41;3.0
77217;8.27;6.36
77221;4.43;
77222;5.14;3.55
77226;5.33;2.98
77237;7.32;
77238;6.26;4.11
77239;7.97;5.17
77240;7.72;5.32
77241;4.63;3.13
77243;5.69;2.8
77249;1.72;0.77
77250;;0.0
77251;3.05;0.98
77254;3.74;
77255;4.24;2.44
77256;;
77257;8.98;5.17
77258;2.79;1.34
77259;5.71;4.15
77260;4.69;2.53
77261;10.7;5.91
77262;7.09;
77263;;
77265;7.07;4.52
77268;2.98;1.89
77269;5.93;4.56
77272;5.85;
77276;3.97;2.24
77278;6.63;
77279;5.14;3.19
77282;;
77284;6.52;3.13
77285;4.97;2.59
77287;6.53;
77288;8.59;3.92
77291;8.1;
77292;5.02;
77293;4.39;
77294;5.66;3.35
77296;3.16;1.39
77297;9.73;
77298;6.22;
77302;4.28;2.37
77305;11.55;6.27
77307;4.28;1.79
77309;4.67;2.63
77310;7.14;
77311;6.22;
77312;7.17;3.68
77314;;
77315;4.68;3.02
77316;6.21;3.62
77317;6.47;3.9
77318;5.14;2.96
77320;4.69;2.7
77321;7.84;
77322;3.16;1.83
77323;3.0;
77326;2.75;0.88
77327;7.53;4.06
77328;6.02;
77330;4.84;2.78
77333;10.39;5.69
77335;3.43;1.77
77336;4.23;
77337;2.62;1.02
77338;4.71;
77342;;
77344;2.71;
77349;2.22;1.04
77350;3.42;1.51
77356;;
77357;5.41;
77359;6.78;4.21
77363;7.4;5.22
77364;;
77365;;
77368;9.0;
77371;6.51;4.44
77372;4.9;2.41
77373;3.92;1.75
77374;5.67;3.57
77378;4.23;1.85
77379;10.54;6.11
77382;4.16;2.89
77384;5.53;
77385;8.2;4.83
77386;5.12;2.56
77388;7.16;
77389;6.07;2.45
77390;3.43;1.64
77393;8.42;5.64
77394;2.61;1.36
77397;6.47;4.28
77402;;
77404;6.69;4.58
77406;4.84;
77407;4.46;1.84
77408;;
77409;2.76;
77410;7.89;
77411;5.44;
77413;4.12;2.03
77414;7.2;
77415;5.6;3.68
77416;;
77418;5.93;
77419;6.35;3.05
77420;5.19;3.55
77430;2.77;0.89
77431;5.64;3.05
77437;3.58;2.11
77438;3.84;2.05
77439;3.73;
77441;5.64;2.82
77442;4.72;2.98
77445;2.82;1.11
77447;5.78;3.62
77449;5.11;2.84
77450;3.01;1.66
77452;;
77455;5.88;3.92
77456;8.62;5.91
77458;10.7;7.52
77459;5.56;3.6
77462;15.02;11.27
77464;4.66;2.37
77468;3.95;1.47
77470;6.58;4.52
77475;3.72;2.01
77479;3.33;1.38
77480;8.77;4.66
77481;14.94;
77482;5.29;2.27
77483;6.16;3.81
77487;3.29;1.5
77490;5.88;
77493;3.88;2.52
77494;4.17;2.13
77495;2.65;0.9
77500;7.97;
77506;5.44;
77507;6.17;
77508;7.8;5.64
77510;5.89;
77511;11.3;
77513;3.92;1.36
77514;4.84;2.41
77519;9.21;5.65
77520;5.84;3.15
77521;6.1;4.03
77523;10.56;
77527;7.53;
77531;9.35;6.41
77533;4.34;2.43
78003;3.29;1.82
78005;4.8;2.6
78010;2.98;
78015;3.92;1.6
78020;3.35;
78029;4.12;1.8
78030;6.05;4.18
78043;3.81;1.81
78049;3.95;
78062;2.8;1.37
78071;5.02;
78072;;
78073;3.69;1.22
78077;5.82;
78087;4.19;1.54
78089;7.98;3.96
78090;6.69;4.1
78092;5.5;2.4
78096;4.75;
78107;6.14;3.39
78108;3.59;
78113;5.44;
78117;4.27;1.62
78118;2.69;1.14
78120;3.99;
78123;4.86;1.64
78124;4.3;1.83
78126;3.83;1.31
78128;4.33;2.65
78133;4.33;1.91
78138;5.91;2.48
78143;5.08;2.88
78146;4.5;1.46
78147;5.74;
78158;5.32;1.69
78160;6.21;2.56
78163;6.63;
78165;3.32;1.31
78168;4.44;2.22
78172;4.12;1.96
78190;4.98;2.59
78192;3.74;
78193;6.82;4.55
78194;;
78202;;
78206;4.38;1.75
78208;3.44;1.22
78217;5.76;3.0
78220;4.93;2.62
78224;3.47;1.27
78231;;
78233;4.41;1.96
78234;;
78238;5.65;2.87
78239;4.3;2.99
78242;5.07;1.73
78245;;
78255;4.66;2.55
78267;3.85;1.78
78269;4.89;1.68
78281;9.12;
78283;;
78291;7.89;4.95
78297;3.28;0.76
78299;6.23;3.66
78302;;
78307;5.51;3.49
78310;8.12;4.45
78311;4.5;1.75
78314;2.97;1.11
78321;3.41;1.71
78322;6.82;4.19
78327;5.24;2.57
78335;5.78;2.7
78343;4.72;2.0
78344;4.03;
78349;6.27;
78350;4.79;1.74
78354;1.97;0.71
78356;2.74;1.01
78358;4.65;1.56
78361;9.03;4.53
78362;4.99;1.99
78367;2.5;
78368;2.31;
78372;3.81;1.41
78380;6.4;4.05
78381;6.58;3.85
78382;3.57;1.21
78383;3.64;1.16
78385;;
78396;3.69;1.66
78397;3.35;1.28
78401;9.35;4.39
78402;3.36;2.04
78403;4.31;2.25
78404;;
78407;4.22;
78413;;
78417;7.65;
78418;3.7;1.61
78420;7.43;4.88
78423;2.7;0.65
78431;5.27;3.25
78439;18.64;
78440;5.77;2.97
78442;5.05;1.81
78444;3.61;
78451;5.57;3.3
78455;3.78;1.41
78460;6.11;4.07
78465;5.56;3.2
78466;4.71;1.79
78472;;
78481;4.47;1.49
78484;5.03;
78486;4.6;2.27
78490;3.29;1.15
78498;5.3;1.95
78501;3.62;2.0
78502;6.39;2.33
78513;5.51;3.43
78516;3.0;
78517;4.95;2.13
78522;5.91;3.46
78528;11.41;
78531;6.36;3.79
78537;4.97;2.03
78545;4.41;1.53
78551;6.75;2.39
78558;;
78561;;
78562;6.36;3.25
78567;4.2;
78569;6.62;
78571;4.01;2.19
78575;6.83;4.41
78576;2.47;
78586;4.7;1.86
78591;7.5;3.75
78601;5.74;3.79
78605;5.49;
78606;;
78608;;
78615;4.46;
78616;6.57;3.94
78620;4.61;
78621;5.07;2.12
78623;4.42;
78624;5.13;2.31
78638;5.2;2.92
78640;7.13;2.52
78642;3.43;1.2
78643;3.67;1.63
78644;2.06;
78646;6.22;2.57
78650;4.49;1.43
78668;7.96;
78672;5.64;2.43
78674;3.4;1.35
78681;3.92;
78683;2.51;1.46
78686;5.02;1.87
78688;3.24;1.5
79001;12.84;7.94
79003;3.17;1.13
79005;11.4;7.75
79008;7.16;3.84
79010;8.52;5.68
79013;9.02;5.34
79014;9.48;6.76
79023;;
79024;4.84;2.95
79025;9.93;7.14
79029;11.08;
79031;5.76;2.5
79034;3.09;1.66
79038;9.38;6.87
79048;3.96;1.82
79049;6.19;3.07
79050;5.59;
79055;;
79056;7.83;4.7
79057;5.82;3.92
79058;5.57;
79059;11.62;7.29
79061;7.43;4.16
79062;6.38;3.16
79063;10.82;7.54
79064;6.19;
79066;9.7;5.64
79069;9.52;6.06
79076;6.27;3.74
79077;11.13;6.93
79078;9.26;5.84
79079;4.95;2.75
79080;5.14;2.53
79081;3.41;1.44
79083;8.3;5.42
79088;7.27;3.95
79090;8.73;5.66
79091;5.8;2.78
79094;9.07;4.85
79095;7.07;
79096;5.91;2.96
79100;5.99;3.15
79101;9.63;5.99
79102;9.61;
79103;6.84;4.36
79106;16.79;11.83
79109;4.3;2.15
79112;;
79114;3.84;
79115;13.57;
79116;7.44;
79120;12.89;8.35
79122;5.9;
79123;7.45;4.31
79125;4.59;2.3
79129;3.24;
79130;4.78;1.94
79132;9.36;
79133;3.89;
79135;8.81;5.69
79136;10.89;5.72
79137;3.82;
79140;7.85;4.27
79141;15.15;
79142;;
79147;7.87;5.08
79148;10.63;5.22
79162;4.26;1.92
79163;6.38;3.19
79164;;
79166;6.09;
79170;6.36;3.48
79172;8.99;6.0
79174;8.14;4.21
79176;9.93;5.96
79177;8.21;
79179;7.95;5.15
79184;10.3;6.18
79185;3.95;1.92
79191;7.69;3.24
79195;5.91;3.32
79196;11.37;7.09
79201;9.71;6.4
79202;8.99;4.87
79204;4.9;
79208;9.07;6.81
79210;6.88;4.72
79213;3.74;2.03
79216;4.95;2.42
79217;8.41;
79226;10.05;
79230;9.07;5.15
79235;7.75;5.93
79238;4.76;
79239;8.45;5.63
79242;6.3;3.82
79246;8.42;
79251;6.41;
79254;7.37;
79257;9.6;6.65
79258;11.36;
79259;5.74;3.78
79267;7.69;
79268;11.86;8.58
79270;9.61;5.45
79273;;
79274;8.47;
79277;8.17;
79280;11.09;7.92
79281;3.69;1.84
79285;6.53;3.85
79286;10.57;5.66
79289;4.56;
79290;8.41;5.31
79293;2.38;
79294;;
79298;2.69;
79299;9.89;6.62
79300;6.33;3.1
79302;4.85;2.5
79307;10.28;7.06
79309;10.48;5.24
79311;12.63;8.42
79316;10.85;
79319;5.81;
79322;4.99;2.99
79326;13.9;8.62
79329;9.35;5.1
79331;22.22;
79332;;
