INSEE_C;taux_vacance_25_pct;taux_vacance_long_25_pct
24257;7.79;
24260;7.76;
24263;15.11;
24264;7.41;4.26
24266;4.04;
24268;9.38;
24269;13.3;9.76
24271;11.64;8.41
24274;12.9;
24276;11.65;
24280;13.6;8.82
24286;9.31;5.11
24288;10.55;
24291;11.25;7.3
24294;10.59;5.56
24295;7.13;3.57
24296;8.1;4.92
24297;5.95;3.77
24299;11.49;6.48
24301;8.2;
24306;19.54;
24308;8.83;5.96
24309;8.63;5.19
24311;14.86;9.5
24312;6.26;3.26
24316;12.39;7.96
24319;7.62;
24320;11.28;7.38
24322;11.67;5.91
24324;8.79;
24325;8.79;6.14
24328;12.99;8.2
24329;7.89;5.06
24330;5.91;
24331;9.84;6.71
24335;9.11;6.23
24340;5.58;3.53
24348;6.8;
24350;6.93;4.51
24352;14.46;9.18
24353;15.74;10.82
24354;9.98;6.01
24355;6.42;
24356;12.37;7.94
24361;5.83;
24362;8.34;5.39
24364;6.96;
24365;9.94;
24370;7.38;4.71
24371;11.22;
24372;8.85;6.05
24376;8.46;4.75
24380;11.11;5.71
24382;10.32;6.19
24384;;0.0
24396;14.24;8.74
24398;7.11;
24409;5.4;3.55
24410;11.49;6.53
24418;11.44;7.5
24424;;
24428;10.6;
24432;9.77;6.9
24442;5.88;3.36
24443;11.57;6.99
24448;6.06;
24449;9.93;7.58
24450;8.99;4.82
24454;7.53;
24460;8.3;3.81
24461;10.26;7.24
24462;7.37;4.95
24479;11.41;7.25
24484;8.33;5.95
24487;6.07;3.4
24490;11.02;7.13
24491;10.4;6.13
24499;4.13;
24509;11.11;7.98
24511;15.0;
24514;12.66;
24516;10.31;5.64
24520;10.65;6.83
24521;6.18;2.56
24527;11.73;4.23
24528;;
24529;20.72;20.72
24534;9.28;5.99
24536;9.84;
24538;10.95;7.7
24540;9.12;5.58
24546;;
24547;10.39;6.32
24550;8.49;5.99
24551;14.1;8.78
24553;9.17;5.87
24554;12.82;8.72
24555;12.27;6.75
24557;6.17;2.88
24558;9.86;4.93
24564;11.5;7.8
24565;8.94;
24568;10.05;7.25
24571;10.45;6.36
24573;7.04;4.48
24574;9.05;
24577;10.54;
24581;11.61;7.74
24584;7.35;4.67
24585;15.21;8.89
25003;7.03;
25008;;
25014;3.58;
25015;9.16;
25018;6.25;
25019;7.03;
25020;6.29;
25021;7.82;5.67
25022;5.17;2.81
25031;10.93;6.39
25032;6.52;
25035;4.01;2.28
25039;4.12;
25043;5.94;3.61
25045;;
25047;10.08;6.06
25048;6.22;3.08
25050;;
25051;11.65;7.67
25054;;
25056;7.72;3.66
25057;7.55;4.31
25058;12.67;8.0
25060;6.92;5.19
25061;;
25063;8.33;5.23
25065;0.0;0.0
25066;;
25071;5.79;
25078;5.15;
25084;4.56;
25086;;
25097;;
25102;0.0;0.0
25105;13.16;8.55
25110;5.41;
25112;6.92;4.15
25117;;
25121;9.51;9.51
25127;8.01;5.04
25130;;
25133;3.08;1.54
25136;;
25147;4.81;2.97
25152;;
25155;8.92;
25156;13.63;10.11
25157;7.79;4.31
25159;8.21;4.76
25160;4.75;
25186;4.87;
25190;7.56;4.41
25193;8.03;4.88
25195;3.0;
25200;2.37;
25204;3.16;1.44
25207;7.05;
25212;5.26;2.76
25215;;
25217;5.07;
25222;5.2;2.75
25223;13.65;
25228;6.9;4.2
25230;6.98;3.88
25231;;
25232;;
25236;8.46;
25237;7.03;3.79
25240;8.15;5.12
25245;6.16;3.87
25257;;
25258;4.45;2.01
25259;6.61;2.85
25262;8.26;
25268;20.0;
25269;;0.0
25270;;
25271;6.64;2.86
25275;16.2;
25276;;
25280;13.19;
25284;6.14;3.01
25287;4.78;2.92
25288;6.81;
25290;;0.0
25293;2.12;
25296;9.87;6.8
25299;;
25304;10.93;6.55
25307;6.55;3.27
25309;5.45;3.2
25315;11.98;7.31
25318;8.03;4.89
25321;8.62;5.03
25323;7.14;
25334;7.26;3.82
25335;15.56;
25336;12.5;
25339;12.79;
25343;;
25344;;
25350;6.58;
25355;0.0;0.0
25356;8.25;5.22
25361;5.57;3.17
25364;4.8;
25367;8.97;4.99
25368;6.64;4.32
25370;6.5;3.98
25375;4.42;
25376;;
25380;4.91;2.34
25381;5.31;2.49
25388;12.31;6.78
25389;;
25394;2.99;
25395;4.27;2.85
25397;4.23;2.68
25400;7.52;
25403;5.6;3.85
25405;8.53;5.21
25410;5.29;3.14
25411;7.48;4.05
25413;8.81;5.36
25415;9.82;
25421;;
25424;6.73;4.57
25428;3.41;1.7
25429;6.85;3.81
25430;;
25432;5.66;3.58
25434;7.98;4.76
25436;;
25440;7.94;
25444;;
25448;2.81;
25453;7.66;4.97
25454;3.58;1.79
25462;7.28;3.5
25463;10.59;6.71
25467;4.33;2.43
25470;;
25472;;
25475;10.23;7.0
25476;;
25482;5.29;
25485;;
25486;;
25487;;
25493;6.42;
25494;7.13;4.16
25495;5.33;3.59
25505;11.02;7.01
25508;3.51;
25512;6.92;4.67
25519;13.65;9.96
25526;9.95;5.17
25527;5.0;2.76
25528;;
25529;8.68;6.47
25532;3.98;1.99
25539;8.41;4.81
25542;3.5;1.98
25547;19.38;14.65
25555;5.42;2.71
25557;;
25558;4.67;
25560;4.6;2.16
25564;5.53;2.53
25567;;
25572;;
25575;5.88;
25578;4.63;2.58
25580;7.93;4.04
25586;7.71;
25592;5.65;
25601;6.16;4.24
25614;5.64;2.86
25623;;
25626;;
25631;4.45;
25632;6.81;3.57
25633;10.12;7.53
25634;4.35;
26002;8.23;4.29
26004;5.36;3.1
26005;6.36;4.64
26006;4.64;1.99
26008;6.13;2.48
26009;5.5;3.26
26010;5.91;3.31
26011;6.97;5.12
26022;;
26023;5.24;
26026;;
26028;;
26031;7.89;4.7
26033;6.24;
26034;6.9;
26036;;
26037;4.08;1.91
26038;6.41;4.16
26039;4.63;
26040;9.65;
26041;5.56;2.32
26042;3.48;
26045;6.84;4.24
26049;4.19;
26054;8.49;5.23
26056;10.04;5.33
26057;7.44;3.85
26058;6.88;3.88
26059;12.84;8.56
26060;14.19;
26061;5.75;
26063;9.12;6.0
26064;5.57;3.05
26071;6.38;4.06
26072;5.54;2.86
26073;7.22;
26074;9.18;4.66
26075;;
26077;4.49;
26078;4.63;
26079;5.07;2.92
26081;4.76;
26082;;
26083;7.08;4.41
26084;5.33;3.48
26085;8.28;4.95
26086;7.41;4.66
26087;5.01;2.76
26088;3.33;1.43
26093;6.43;
26094;5.0;
26095;7.98;3.99
26096;6.24;4.27
26097;8.58;
26099;6.99;
26104;;
26106;8.32;5.18
26107;7.57;
26108;7.97;4.93
26113;7.88;4.32
26114;8.47;4.87
26115;5.96;
26116;8.49;5.58
26118;6.46;3.23
26119;7.34;4.59
26121;4.24;2.21
26123;;
26124;5.39;2.97
26125;3.73;1.87
26129;3.09;
26131;;
26138;8.75;4.22
26139;2.93;
26140;4.22;
26142;;
26143;10.57;7.05
26144;5.99;3.43
26145;6.9;3.45
26146;9.93;6.11
26148;5.78;3.53
26149;6.3;
26150;;
26155;4.58;
26156;4.61;2.31
26157;3.37;
26159;;
26160;6.4;3.4
26162;6.14;
26163;;
26165;5.71;3.2
26166;5.89;3.02
26167;8.3;4.36
26168;7.7;4.48
26169;3.75;1.61
26170;3.86;1.86
26172;7.14;
26173;6.08;
26174;2.4;
26176;6.49;4.37
26178;7.94;
26179;5.89;3.87
26182;7.52;4.13
26183;3.84;
26188;8.51;5.61
26191;4.95;2.1
26193;9.97;4.84
26194;8.74;
26196;2.9;
26197;3.64;2.06
26198;10.06;5.75
26206;4.37;2.41
26207;9.35;
26208;4.79;2.58
26210;10.22;6.99
26211;7.31;4.92
26213;7.41;
26215;10.62;6.37
26216;8.17;5.13
26218;3.38;1.8
26220;9.63;5.61
26225;7.64;
26231;4.99;3.1
26235;9.21;5.78
26238;12.29;
26243;6.15;3.16
26245;;0.0
26249;6.5;
26250;3.91;2.02
26252;4.01;1.84
26258;4.47;2.24
26259;9.03;
26262;;
26263;15.38;
26264;13.52;9.61
26270;;
26271;3.62;1.78
26273;5.23;2.71
26275;6.82;5.17
26281;7.95;3.89
26284;7.96;
26289;8.88;5.25
26290;6.44;3.62
26293;;
26294;5.0;
26295;6.08;3.58
26298;7.59;
26301;5.64;3.12
26302;6.3;
26305;6.15;3.87
26307;9.68;5.84
26311;8.56;5.03
26312;5.21;2.02
26313;3.81;2.35
26314;11.5;
26315;5.47;
26319;4.81;
26320;10.66;7.87
26323;6.06;4.48
26324;6.1;3.54
26325;7.19;4.65
26326;6.41;4.44
26330;5.27;2.64
26331;6.55;
26332;8.42;4.45
26333;15.4;9.22
26336;5.76;
26337;6.71;3.53
26338;6.55;3.87
26339;7.93;
26340;15.23;
26341;3.59;
26345;9.59;7.17
26347;9.33;4.77
26348;8.61;4.76
26353;4.69;
26355;;
26357;13.81;8.85
26358;5.25;3.5
26360;7.11;
26362;7.47;3.41
26363;0.0;0.0
26364;5.13;
26367;7.17;4.01
26368;9.35;
26373;12.37;
26377;8.66;6.24
26379;6.49;3.38
26380;4.49;
26381;3.73;
27003;6.34;4.23
27005;4.19;
27008;4.79;
27009;6.01;
27011;3.34;
27013;6.35;
27016;7.93;4.34
27017;2.86;
27019;10.81;
27020;13.44;7.02
27022;4.07;2.6
27023;3.44;
27027;;
27032;5.8;3.81
27034;4.49;
27036;5.53;
27037;3.94;
27039;4.85;
27042;;
27044;3.06;
27045;3.46;
27047;6.78;
27049;7.15;4.17
27051;10.34;6.7
27053;;
27054;6.81;
27056;10.28;5.67
27057;;
27065;7.27;4.33
27067;2.39;
27070;5.12;3.32
27077;5.86;
27081;;
27082;5.08;1.69
27090;2.62;1.18
27095;;
27100;4.43;2.56
27103;5.08;2.05
27105;3.65;2.18
27107;5.01;3.11
27108;7.14;4.37
27109;7.19;
27111;;
27112;8.79;5.39
27113;;
27114;5.6;2.72
27115;;
27116;10.96;7.12
27117;12.12;8.2
27119;2.88;
27120;;
27125;4.42;
27126;4.09;
27127;5.82;
27129;5.33;
27134;;
27141;;
27142;;
27149;;
27151;6.89;4.68
27156;5.08;
27161;3.65;
27165;8.71;4.35
27167;4.04;
27169;7.0;
27170;12.42;7.88
27173;;
27174;4.83;2.41
27177;;
27180;2.49;
27181;4.45;
27183;5.31;2.94
27185;;
27188;4.22;2.47
27189;;
27191;4.11;1.84
27193;3.28;
27196;2.94;
27198;7.32;4.65
27200;;
27201;;
27205;;
27213;5.9;3.78
27214;3.17;
27216;;
27217;;
27218;5.5;2.34
27219;;
27222;9.09;
27226;4.65;1.9
27229;10.94;6.04
27230;5.76;2.88
27231;6.31;
27238;3.15;
27242;7.68;4.17
27245;;
27246;8.96;4.8
27248;;
27249;;
27251;7.25;
27252;7.83;
27256;;
27259;;
27260;5.21;
27263;6.16;4.28
27275;8.37;4.79
27277;5.23;
27278;5.79;3.86
27279;6.11;3.45
27280;;
27281;;
27284;8.2;4.14
27286;6.77;
27287;5.01;
27288;5.6;
27299;5.3;2.33
27301;2.66;
27306;3.47;1.56
27307;;
27311;5.11;
27316;6.17;3.43
27317;;
27321;;
27322;4.42;2.06
27323;10.18;
27324;4.21;
27325;;
27330;;
27332;4.73;
27333;4.64;
27335;4.1;
27336;;
27339;4.84;
27341;;
27342;;
27345;;
27347;3.49;
27348;4.2;2.32
27351;3.8;
27354;;
27355;8.21;4.33
27360;;
27365;5.87;2.58
27366;;
27367;8.54;5.73
27375;8.26;4.34
27377;10.56;6.21
27381;;0.0
27385;5.11;
27386;3.11;
27392;;
27396;;
27397;5.83;3.39
27398;4.56;1.96
27399;;
27401;;
27407;;
27411;;
27412;3.14;
27413;8.16;4.23
27414;9.59;
27422;4.62;2.41
27425;5.66;3.29
27428;7.47;2.93
27429;;
27431;17.42;10.39
27434;;
27436;;
27438;11.86;8.53
27439;2.74;
27446;;
27448;7.01;3.68
27453;5.59;2.65
27454;;
27456;3.58;
27458;2.6;
27459;;0.0
27460;;
27465;;
27467;11.18;6.71
27468;10.13;5.06
27469;7.97;4.3
27470;10.42;6.25
27474;6.6;3.14
27478;3.38;
27481;9.36;
27482;;
27485;17.41;12.31
27490;;
27493;4.9;2.16
27495;;
27497;3.89;
27500;4.82;2.92
27501;;
27502;12.35;9.14
27504;3.56;
27507;6.16;2.87
27511;3.66;
27514;6.75;
27517;3.21;1.95
27524;5.49;
27525;;0.0
27528;4.93;2.85
27529;;
27534;;
27535;7.98;
27537;4.71;
27538;9.42;
27542;8.08;4.62
27543;7.8;
27545;;0.0
27547;6.44;
27548;4.84;2.59
27553;6.07;
27554;6.35;4.01
27555;;
27556;;
27560;;
27561;8.71;
27562;5.9;2.64
27565;6.71;
27570;;
27572;;
27577;8.7;
27579;;
27580;3.44;1.98
27582;2.95;
27584;;
27587;5.26;
27589;5.49;2.74
27591;5.88;
27593;2.6;
27595;3.37;
27598;7.32;5.18
27602;5.95;2.95
27604;;
27611;;
27612;;
27613;;
27614;0.0;0.0
27616;3.31;1.65
27621;;
27622;5.7;2.91
27629;7.13;3.62
27635;;
27638;3.05;1.56
27643;9.84;5.72
27649;6.42;
27650;;
27652;;
27656;6.76;4.67
27659;;
27661;5.76;
27665;5.87;2.81
27666;;
27670;3.74;
27677;;
27679;9.25;5.38
27681;7.67;3.99
27683;15.5;
27685;8.13;
27691;3.49;
27692;;
27693;4.75;2.69
27696;6.93;2.54
27699;;
27701;3.33;1.66
28001;3.3;2.09
28003;;
28005;6.72;
28006;2.17;
28007;5.9;3.39
28009;;
28012;11.43;8.16
28013;4.84;2.2
28014;6.71;
28015;7.35;5.24
28016;7.8;
28018;9.43;6.36
28021;4.15;2.15
28022;2.66;
28024;;
28027;11.69;8.46
28031;10.22;5.47
28033;10.82;8.24
28034;6.63;
28037;6.07;
28039;5.32;2.8
28047;6.2;
28048;5.47;
28049;;
28051;9.47;6.48
28053;;
28059;7.84;5.22
28061;11.06;7.29
28064;6.31;3.41
28067;;
28070;2.45;1.01
28071;11.93;5.97
28073;7.59;
28075;6.16;
28076;;
28081;7.95;
28084;;
28085;8.09;3.38
28086;7.26;
28087;;
28088;10.29;6.07
28089;9.56;6.26
28091;;
28094;5.59;3.28
28095;;
28096;7.27;4.36
28098;6.94;4.98
28102;5.41;
28103;10.09;6.36
28105;7.8;
28109;10.11;
28110;4.09;1.49
28116;6.37;3.87
28117;12.5;
28118;6.76;
28122;6.01;4.05
28124;3.98;
28127;10.96;6.82
28128;;
28130;8.16;
28134;12.18;8.1
28135;3.14;
28140;7.29;3.01
28142;;
28147;4.74;
28148;4.98;
28149;12.28;8.52
28155;9.23;
28156;5.82;3.61
28158;;
28161;11.59;
28162;;
28164;8.31;
28167;10.29;
28168;9.16;5.82
28173;2.51;
28177;5.09;
28188;7.07;3.93
28191;3.61;1.76
28193;;
28196;10.22;6.3
28199;8.81;5.58
28201;4.6;2.3
28202;17.65;
28203;6.39;
28206;5.93;
28209;4.61;1.73
28210;;
28211;7.36;
28214;12.82;7.47
28216;;
28218;5.26;2.03
28220;5.7;2.41
28223;3.56;1.78
28226;8.42;4.79
28227;5.93;3.06
28229;5.57;1.91
28231;;
28233;9.11;5.81
28234;8.37;
28236;5.23;3.37
28245;;
28247;5.88;
28253;2.96;
28254;3.36;
28255;0.0;0.0
28256;8.71;
28260;;
28268;;
28269;3.16;
28275;;
28278;6.3;3.75
28279;6.84;3.1
28280;11.02;6.2
28287;10.07;6.39
28290;8.82;
28291;7.63;
28298;6.31;3.72
28299;;
28302;7.29;4.19
28304;7.83;
28309;4.62;
28315;;0.0
28322;7.66;
28325;;
28330;9.13;6.64
28331;7.15;4.92
28333;;
28334;6.1;3.9
28337;3.23;1.16
28339;;
28342;;
28346;;
28348;3.87;2.11
28357;5.62;2.98
28358;3.78;2.15
28359;6.98;4.02
28363;3.87;
28364;11.34;7.56
28366;8.7;
28369;6.82;
28371;4.23;
28373;8.33;5.1
28380;4.48;3.03
28382;9.77;6.28
28385;6.77;
28387;12.08;6.43
28388;3.78;
28391;9.78;5.22
28393;3.76;2.44
28394;4.29;
28398;10.45;6.74
28404;4.2;2.35
28406;8.36;5.75
28414;;
28415;5.71;3.73
28422;7.93;3.91
28424;7.75;5.65
28425;5.13;
29001;5.15;2.99
29002;6.17;4.11
29003;7.2;4.0
29004;7.09;4.28
29005;5.21;2.21
29006;7.24;4.3
29007;10.22;6.95
29008;7.46;5.26
29010;6.42;4.54
29011;2.6;0.79
29014;15.77;11.99
29015;3.9;2.05
29016;11.28;6.58
29017;6.0;
29018;12.74;8.86
29019;7.31;3.22
29020;8.89;6.14
29021;7.4;4.51
29022;5.32;2.91
29023;5.49;2.82
29024;10.3;5.6
29025;7.59;5.06
29026;10.71;6.49
29027;12.34;7.29
29028;9.61;5.79
29029;9.71;6.53
29030;7.58;4.82
29031;4.4;2.12
29032;5.45;2.72
29033;12.97;9.22
29034;12.23;7.98
29035;3.81;
29036;13.82;7.68
29037;5.58;3.28
29038;13.65;9.35
29039;6.42;3.66
29040;5.04;2.45
29041;9.72;6.69
29042;5.77;3.08
29043;4.96;2.2
29044;9.69;7.2
29045;4.61;3.04
29046;6.22;3.49
29047;5.3;2.77
29048;10.27;6.97
29049;9.09;6.52
29051;4.07;2.23
29053;7.48;3.18
29054;10.78;7.06
29055;3.54;1.8
29056;3.6;1.97
29057;5.99;3.38
29058;4.98;2.69
29059;7.33;
29060;4.15;2.83
29061;3.7;2.0
29062;11.29;5.49
29063;7.74;4.02
29065;4.63;
29066;5.15;2.89
29067;10.62;6.16
29068;9.54;6.95
29069;2.71;1.2
29070;6.96;
29071;7.21;3.85
29072;7.44;4.88
29073;7.53;4.88
29074;8.97;5.07
29075;3.52;1.47
29076;3.3;1.57
29077;7.49;4.49
29078;7.31;4.78
29079;5.63;2.82
29080;4.99;3.22
29081;11.89;6.45
29082;5.45;3.46
29085;5.0;3.33
29086;8.85;5.66
29087;8.6;4.3
29089;9.03;5.25
29091;7.3;4.18
29093;6.28;4.41
29095;3.43;
29097;7.6;4.5
29098;4.75;2.6
29099;2.87;
29100;;
29101;4.29;1.98
29102;12.02;8.17
29103;6.5;3.11
29105;7.73;4.52
29106;6.98;4.42
29107;8.25;5.07
29108;7.88;5.06
29109;5.24;2.91
29110;7.06;
29111;8.15;6.32
29112;5.32;
29113;7.53;5.05
29114;13.04;
29117;4.63;2.63
29119;3.16;
29120;7.77;5.78
29122;15.51;11.91
29123;11.95;7.74
29124;5.63;2.91
29125;12.87;8.96
29126;;
29128;9.2;
29130;3.44;1.72
29131;8.16;
29133;6.64;4.43
29134;7.46;4.02
29135;4.87;2.71
29136;8.07;3.19
29137;5.02;2.79
29139;8.8;
29140;4.38;2.74
29141;11.01;6.73
29142;15.08;
29143;7.44;5.23
29144;8.33;
29145;6.74;
29146;6.99;4.42
29147;4.9;2.94
29148;6.67;4.17
29150;4.74;2.64
29151;11.1;5.77
29152;10.53;7.02
29153;4.74;3.05
29155;5.25;3.96
29156;2.88;1.32
29158;5.51;3.34
29159;8.98;6.19
29160;3.56;1.6
29161;4.78;2.08
29162;9.23;4.92
29163;4.97;2.85
29165;5.0;2.8
29166;7.72;
29167;6.74;4.81
29168;6.76;4.28
29169;5.14;2.43
29170;4.52;2.7
29171;4.89;2.68
29172;8.22;5.54
29173;4.83;2.31
29174;7.19;4.44
29175;12.92;9.71
29176;8.42;4.51
29177;4.45;2.65
29178;4.35;2.62
29179;5.71;3.51
29180;7.92;4.95
29181;4.84;2.57
29182;6.57;3.81
29183;9.31;5.64
29184;7.94;5.61
29185;7.34;4.71
29186;6.0;3.34
29187;12.01;8.88
29188;5.32;3.44
29189;5.31;2.84
29190;4.44;2.52
29191;7.94;5.01
29192;8.43;5.39
29193;6.76;4.22
29195;6.01;3.61
29196;5.51;3.44
29197;6.07;3.52
29198;6.44;4.93
29199;6.41;3.33
29201;5.08;2.93
29202;9.89;6.92
29204;6.98;4.83
29205;6.99;4.55
29206;10.05;6.17
29207;4.91;3.18
29208;5.28;
29209;5.38;3.38
29210;8.63;5.27
29211;13.35;9.07
29212;3.54;1.64
29213;8.43;5.58
29214;8.6;6.82
29215;7.54;5.08
29216;3.99;2.64
29217;11.88;6.13
29218;8.41;4.94
29220;7.41;4.04
29221;3.93;1.9
29222;14.79;
29224;6.29;4.19
29225;6.18;4.64
29226;5.97;3.48
29227;11.26;7.4
29228;7.23;4.54
29229;9.16;5.69
29230;9.4;6.24
29232;7.74;3.99
29233;6.0;3.31
29234;4.21;2.5
29235;4.5;2.13
29236;6.47;3.47
29237;4.73;3.28
29238;6.89;5.14
29239;7.07;4.01
29240;7.23;5.38
29241;7.2;4.61
29243;11.3;
29244;9.18;
29245;2.9;
29247;4.81;3.31
29249;13.24;9.01
29250;13.35;9.67
29251;6.78;4.26
29252;6.08;4.17
29254;6.2;3.12
29255;5.68;
29256;8.17;5.61
29257;4.27;1.88
29259;9.29;5.53
29260;3.79;1.71
29261;13.42;
29262;13.64;9.33
29263;6.9;2.99
29264;6.45;
29265;3.12;
29266;7.95;4.88
29267;15.09;10.99
29268;3.23;1.69
29269;9.11;5.43
29270;3.3;
29271;8.17;
29272;6.07;4.0
29273;6.93;4.4
29274;9.23;5.8
29275;13.66;10.03
29276;7.3;4.55
29277;8.76;6.03
29278;11.62;8.08
29279;7.39;4.36
29280;8.63;5.16
29281;7.75;
29282;;
29284;5.82;3.82
29285;7.84;
29287;5.63;2.88
29288;5.42;
29289;16.15;
29291;9.43;6.79
29293;5.23;3.35
29294;10.42;
29296;5.97;3.68
29297;6.38;3.5
29298;7.16;
29300;4.07;2.31
29302;8.96;5.56
2A004;7.41;4.26
2A008;8.91;6.04
2A021;8.65;
2A026;10.17;
2A031;15.17;10.92
2A040;13.95;11.09
2A041;8.63;6.37
2A048;7.6;5.0
2A062;11.11;7.04
2A070;6.49;4.76
2A071;9.52;
2A085;8.25;6.01
2A089;9.93;
2A090;9.09;6.97
2A092;9.64;6.96
2A099;11.76;
2A100;13.68;
2A103;8.07;6.37
2A108;13.79;
2A114;7.72;5.23
2A117;13.48;
2A127;;
2A128;8.09;
2A130;7.77;5.05
2A131;17.8;
2A133;14.95;
2A139;6.78;4.32
2A142;15.47;11.88
2A146;;
2A174;14.91;
2A181;10.9;
2A189;7.61;5.74
2A198;16.64;12.57
2A212;8.47;5.59
2A215;7.21;4.66
2A228;6.62;4.85
2A232;16.77;
2A247;7.7;5.26
2A249;8.28;5.62
2A254;13.67;11.19
2A266;11.98;
2A269;12.28;9.23
2A270;12.25;
2A271;8.37;6.42
2A272;13.33;8.68
2A276;6.68;5.01
2A278;11.15;
2A279;7.28;
2A284;12.6;9.8
2A308;15.71;13.09
2A322;15.31;
2A326;10.05;
2A336;7.46;
2A348;12.58;10.16
2A351;7.64;
2A359;13.31;
2A362;6.98;4.76
2B009;10.6;6.12
2B016;13.01;
2B025;;
2B030;7.42;
2B033;7.75;4.28
2B034;7.39;4.1
2B037;5.85;3.08
2B042;7.65;4.6
2B043;8.85;5.33
2B049;6.69;3.55
2B050;6.57;3.59
2B053;26.09;
2B055;9.38;
2B058;10.68;8.16
2B067;;
2B069;;
2B075;15.94;
2B077;9.17;6.53
2B082;;
2B086;11.08;8.43
2B087;10.5;6.93
2B088;10.36;
2B093;6.45;3.94
2B096;14.34;7.78
2B110;;
2B120;5.75;3.48
2B123;12.5;9.68
2B124;11.86;9.62
2B134;6.84;4.66
2B135;12.68;9.94
2B143;9.48;6.34
2B148;9.81;7.19
2B152;11.58;8.15
2B157;;
2B162;15.4;13.45
2B164;;
2B169;12.62;9.54
2B172;13.09;10.43
2B173;12.78;7.39
2B188;8.01;
2B190;8.03;
2B199;7.84;
2B201;16.57;
2B202;;
2B207;8.61;5.87
2B214;21.57;
2B223;8.13;
2B236;8.75;
2B238;13.41;
2B243;24.56;
2B251;9.56;6.95
2B260;13.64;
2B261;10.03;6.6
2B274;15.65;
2B293;12.45;
2B296;8.48;
2B298;10.51;6.01
2B301;;
2B305;8.64;5.18
2B311;8.66;6.13
2B313;10.84;7.29
2B318;16.0;13.2
2B321;19.3;
2B329;11.54;
2B332;6.27;
2B335;9.57;
2B342;7.65;5.91
2B346;9.4;7.18
2B350;13.27;7.65
2B353;5.49;2.55
2B354;18.14;11.27
2B361;8.71;
30002;6.07;2.57
30003;4.7;2.36
30004;4.83;3.0
30006;4.93;2.23
30007;10.53;5.71
30009;17.52;12.42
30010;11.86;6.94
30011;5.76;2.6
30012;7.12;4.13
30016;12.8;6.8
30020;3.65;1.82
30024;8.73;5.19
30026;11.45;6.26
30028;9.27;5.03
30029;9.48;4.62
30032;10.94;6.97
30033;3.88;1.9
30034;4.62;3.0
30036;5.78;2.2
30037;23.28;16.17
30039;4.4;2.2
30041;4.54;2.67
30042;4.91;2.34
30045;9.51;
30046;8.41;5.35
30047;4.04;1.84
30048;;
30051;7.84;5.27
30052;5.79;
30053;7.75;4.93
30057;6.2;4.82
30059;4.17;1.85
30060;6.35;4.52
30061;7.3;4.17
30062;4.29;2.2
30066;5.08;
30070;6.32;
30073;4.19;2.41
30075;3.4;1.63
30077;11.17;7.9
30079;9.97;
30080;10.79;7.19
30082;3.3;1.47
30083;3.64;1.82
30084;9.71;
30091;5.76;3.29
30092;6.24;3.18
30096;8.84;4.68
30099;11.15;7.19
30100;6.14;
30101;5.39;
30103;6.11;
30104;4.27;
30105;7.76;4.94
30108;8.33;
30112;4.65;2.82
30120;8.1;5.74
30123;5.28;2.48
30125;4.0;1.8
30126;2.93;
30127;4.4;
30128;5.29;2.91
30130;11.97;7.12
30131;7.66;4.48
30132;18.81;11.43
30133;3.32;1.18
30135;7.53;4.52
30138;2.72;1.63
30139;11.34;8.33
30140;10.01;6.01
30141;6.75;4.41
30142;8.91;6.34
30146;9.46;6.27
30147;6.04;2.05
30148;;
30149;5.03;2.41
30151;8.51;4.55
30152;7.13;4.52
30155;4.13;2.45
30156;4.56;2.54
30158;;
30159;17.19;12.4
30164;7.12;3.02
30167;11.62;7.3
30169;8.11;4.84
30171;19.02;14.52
30172;12.03;8.68
30177;4.24;
30179;8.05;4.74
30180;4.67;
30181;12.02;
30182;5.83;3.08
30184;9.26;6.26
30185;3.6;1.59
30186;2.2;
30189;8.82;4.26
30191;7.41;4.55
30197;;
30198;8.79;
30201;9.24;5.43
30202;11.87;7.2
30203;10.45;
30206;2.66;1.25
30207;7.07;
30209;4.68;3.04
30210;7.79;4.55
30211;4.81;2.32
30212;12.43;8.11
30216;12.07;6.17
30217;4.0;2.22
30221;9.14;4.71
30223;5.0;2.81
30227;16.23;10.29
30229;13.73;11.49
30231;13.04;8.86
30241;4.7;2.84
30243;4.46;2.2
30248;;
30249;2.78;
30250;;
30253;15.84;11.12
30254;6.54;3.27
30255;5.48;3.35
30257;4.06;2.51
30258;6.96;4.26
30259;7.49;3.82
30261;;
30262;;
30263;11.46;7.31
30264;17.7;
30267;11.49;5.28
30268;15.78;12.7
30269;10.36;6.89
30270;7.24;4.78
30273;7.04;4.38
30274;5.43;2.04
30276;5.46;3.14
30278;5.81;4.06
30279;6.07;3.35
30281;4.24;1.85
30284;7.66;3.83
30285;7.91;4.56
30288;12.63;8.07
30290;7.28;5.44
30294;5.1;2.71
30295;5.78;3.23
30297;5.76;2.88
30301;7.62;
30302;5.65;3.1
30305;8.85;5.77
30307;14.0;10.29
30309;6.83;
30310;9.16;
30311;8.53;4.92
30312;4.52;3.15
30314;7.91;
30319;5.01;
30321;10.84;6.25
30325;11.95;8.09
30326;6.02;3.89
30329;5.95;
30331;5.28;3.56
30333;4.82;2.34
30334;8.15;4.21
30338;10.0;
30339;9.76;6.52
30341;5.91;3.22
30344;5.09;2.76
30347;5.7;2.68
30348;8.15;5.29
30350;15.65;9.53
30351;6.24;3.49
30352;4.61;2.65
30356;5.96;2.91
31003;;
31004;2.66;
