INSEE_C;DEP;n;p25;p50;p75;n_small;p50_small
09282;09;26;1379.61;1620.33;1732.14;15;1702.7
09283;09;11;2005.11;2282.61;2556.37;9;2428.57
09306;09;11;854.26;1000;1250;1;1000
09312;09;3;1642.13;1686.57;1766.36;0;0
09314;09;4;906.07;922.9;987.66;0;0
09321;09;9;972.22;1142.86;1218.75;9;1142.86
09322;09;81;1320.27;1516.07;1702.96;57;1444
09332;09;1;1708.86;1708.86;1708.86;0;0
09334;09;2;1351.85;1370.37;1388.89;2;1370.37
10003;10;5;1153.85;1200;2528.31;5;1200
10006;10;19;600;671.64;814.78;2;927.78
10030;10;2;1610.91;1678.33;1745.76;1;1543.48
10033;10;24;619.26;879.36;1098.03;12;890.58
10034;10;23;768.1;866.67;950.52;17;906.06
10035;10;2;455.56;488.89;522.22;0;0
10060;10;12;1731.2;2099.42;2472.37;7;2000
10061;10;1;805.56;805.56;805.56;0;0
10064;10;1;1015.15;1015.15;1015.15;0;0
10067;10;7;1833.46;1965;2021.92;0;0
10080;10;1;666.67;666.67;666.67;1;666.67
10081;10;148;1031.67;1187.22;1502.23;52;1159.18
10110;10;1;2250.86;2250.86;2250.86;0;0
10115;10;1;709.22;709.22;709.22;0;0
10123;10;5;1730.77;2407.41;2439.62;5;2407.41
10150;10;1;1473.12;1473.12;1473.12;0;0
10151;10;4;950.81;1054.76;1197.14;4;1054.76
10156;10;1;1431.58;1431.58;1431.58;0;0
10173;10;1;1748.72;1748.72;1748.72;0;0
10191;10;2;633.56;650.68;667.81;0;0
10209;10;3;1903.92;1941.18;1970.59;0;0
10211;10;2;1279.3;1321.3;1363.31;0;0
10216;10;1;703.13;703.13;703.13;0;0
10224;10;1;803.57;803.57;803.57;0;0
10227;10;1;804.6;804.6;804.6;0;0
10233;10;2;1190;1260;1330;2;1260
10238;10;1;785.71;785.71;785.71;0;0
10265;10;11;1835.94;2050.21;2150.31;3;2160
10268;10;27;1282.75;1914.89;2276.36;13;2064.52
10282;10;1;1109.52;1109.52;1109.52;0;0
10297;10;38;1231.47;1657.69;1927.6;18;1856.91
10298;10;1;780.65;780.65;780.65;0;0
10321;10;1;2565.22;2565.22;2565.22;0;0
10323;10;77;723.68;867.65;1046.88;25;1013.16
10325;10;10;2051.17;2183.15;2345.31;0;0
10333;10;351;1251.76;1475.61;1728.67;112;1605.56
10340;10;5;1780.72;1787.23;1975.9;0;0
10343;10;104;1312.34;1576.81;1880.04;40;1760.8
10352;10;4;1881.25;1962.5;2040.63;4;1962.5
10353;10;1;1353.85;1353.85;1353.85;0;0
10357;10;8;1259.87;2060.58;2143.99;3;2137.93
10358;10;5;1702.13;1931.03;1982.76;2;1638.84
10360;10;2;1949.97;2002.88;2055.79;0;0
10362;10;300;1453.72;1763.93;2128.94;165;1842.11
10381;10;1;2120;2120;2120;0;0
10387;10;2779;1349.02;1677.08;2120.98;1312;1893.8
10401;10;5;521.13;542.86;670.73;0;0
10420;10;6;542.64;815.75;1121.17;2;942.53
10426;10;1;550;550;550;0;0
11002;11;1;984.85;984.85;984.85;0;0
11009;11;11;928.22;1536.36;1985.8;1;1821.59
11021;11;2;1063.39;1083.93;1104.46;0;0
11022;11;13;1418.11;1454.72;1530.12;11;1454.72
11023;11;2;474.6;549.21;623.81;1;400
11024;11;3;2083.46;3369.81;3376.57;2;3376.57
11032;11;1;824.74;824.74;824.74;0;0
11037;11;18;847.22;999.28;1205.13;16;999.28
11040;11;4;1507.91;1927.7;2281.25;0;0
11048;11;1;1492.22;1492.22;1492.22;0;0
11049;11;4;1020.4;1107.93;1176.11;0;0
11056;11;1;487.8;487.8;487.8;0;0
11066;11;3;1267.36;1312.5;1421.88;3;1312.5
11068;11;2;1100.98;1224.18;1347.39;0;0
11069;11;1168;1032.05;1214.49;1444.44;571;1261.36
11076;11;139;1061.33;1302.08;1550.1;89;1309.52
11079;11;1;515.15;515.15;515.15;1;515.15
11081;11;3;800.86;1198.5;2599.35;1;4000.2
11086;11;1;2533.33;2533.33;2533.33;0;0
11088;11;1;1558.27;1558.27;1558.27;1;1558.27
11089;11;1;984.62;984.62;984.62;1;984.62
11091;11;4;714.06;908.05;1056.31;1;769.23
11098;11;2;730.67;772.44;814.22;2;772.44
11099;11;2;584.8;799.22;1013.65;0;0
11103;11;1;1206.9;1206.9;1206.9;0;0
11106;11;36;1086.68;1360.42;1690.56;13;1250
11115;11;5;942.31;1183.67;1208.42;2;1062.99
11116;11;46;1964.42;2004.11;2019.55;34;1994.98
11124;11;3;592.44;714.29;785.27;1;714.29
11125;11;1;875;875;875;1;875
11129;11;5;590.28;750;800;3;800
11132;11;2;834.84;836.34;837.85;0;0
11138;11;2;966.67;977.78;988.89;1;1000
11144;11;53;1666.67;2018.8;2388.89;36;2027.69
11145;11;495;2860.18;3353.85;3947.22;454;3354.55
11150;11;2;500.58;531.87;563.16;0;0
11157;11;1;1940.28;1940.28;1940.28;0;0
11164;11;1;1542.11;1542.11;1542.11;0;0
11170;11;689;2875.43;3416;4142;630;3385.86
11172;11;3;1439.29;1513.67;1647.74;0;0
11185;11;2;1707.57;1726.62;1745.66;0;0
11187;11;1;396.83;396.83;396.83;0;0
11188;11;3;1328;1500;1531.25;2;1531.25
11190;11;4;1390.09;1664.47;1719.22;2;1135.06
11202;11;1013;2666.67;3204.55;3860.92;929;3209.09
11203;11;101;981.13;1293.1;1613.64;48;1519.64
11206;11;69;1058.82;1333.33;1537.5;35;1463.41
11215;11;1;1486.11;1486.11;1486.11;1;1486.11
11216;11;2;706.13;745.58;785.04;1;824.5
11217;11;3;1162.12;1385.42;1862.71;0;0
11220;11;2;1051.34;1150.89;1250.45;0;0
11225;11;1;958.33;958.33;958.33;0;0
11233;11;1;1662;1662;1662;1;1662
11252;11;1;1173.91;1173.91;1173.91;0;0
11254;11;4;589.67;890.43;1272.75;1;1161.29
11255;11;4;1059.86;1481.97;1793.69;1;1842.11
11256;11;1;523;523;523;0;0
11258;11;2;1720.59;1927.76;2134.93;1;1513.42
11261;11;1;810.81;810.81;810.81;0;0
11262;11;2159;1669.29;2159.26;2744.02;1304;2250
11264;11;2;1626.31;1723.1;1819.88;0;0
11266;11;367;2000;2390.24;2818.18;321;2476.28
11267;11;1;1300;1300;1300;1;1300
11269;11;4;924.36;966.67;1093.48;2;1186.96
11273;11;1;3584.91;3584.91;3584.91;1;3584.91
11285;11;9;1148.65;1680.56;2819.01;0;0
11288;11;2;681.98;700.27;718.56;0;0
11295;11;4;994.09;1147.69;1512.16;1;1282.05
11304;11;14;642.36;744.44;896.96;1;370.37
11310;11;21;905.56;1055.56;1194.44;18;986.11
11315;11;1;735.29;735.29;735.29;0;0
11322;11;2;1520.83;1625;1729.17;0;0
11342;11;1;311.11;311.11;311.11;1;311.11
11351;11;1;1060;1060;1060;1;1060
11353;11;2;1352.95;1404.53;1456.11;0;0
11359;11;1;1090.91;1090.91;1090.91;0;0
11360;11;1;1461.54;1461.54;1461.54;0;0
11361;11;1;800;800;800;0;0
11363;11;1;518.52;518.52;518.52;1;518.52
11370;11;10;1776.02;1934.19;2071.96;2;1691.51
11379;11;36;1233.55;1765.94;2232.24;18;2172.73
11392;11;1;2150;2150;2150;0;0
11397;11;18;569.01;610.45;988.46;10;962.96
11405;11;1;955.88;955.88;955.88;0;0
11426;11;20;1605.25;1892.14;2282.14;5;2142.86
11429;11;7;1409.6;1490.91;1630.99;7;1490.91
11431;11;1;575.07;575.07;575.07;0;0
11434;11;1;466.21;466.21;466.21;0;0
11441;11;20;1974.94;2055.02;2165.52;13;2046.51
12002;12;3;924.02;1123.04;1378.73;0;0
12012;12;1;733.94;733.94;733.94;0;0
12013;12;2;1201.69;1700.25;2198.81;0;0
12025;12;4;476.33;562.1;641.73;0;0
12026;12;3;839.42;1028.85;1157.99;1;1028.85
12033;12;13;1379.03;1965.52;2075.47;7;2000
12036;12;1;607.14;607.14;607.14;0;0
12044;12;2;683.43;684.79;686.14;0;0
12049;12;1;1205.77;1205.77;1205.77;1;1205.77
