insee,dept,lon,lat,name
31025,31,1.45740,43.47940,Aureville
31026,31,1.82580,43.51720,Auriac-sur-Vendinelle
31027,31,1.37240,43.34850,Auribail
31028,31,0.87010,43.21330,Aurignac
31029,31,1.68040,43.53550,Aurin
31030,31,1.02840,43.15610,Ausseing
31031,31,0.58940,43.09160,Ausson
31032,31,1.32780,43.68410,Aussonne
31033,31,1.48220,43.35790,Auterive
31034,31,0.89480,43.17370,Auzas
31035,31,1.48960,43.52850,Auzeville-Tolosane
31036,31,1.56910,43.54110,Auzielle
31037,31,1.77770,43.37730,Avignonet-Lauragais
31038,31,1.67630,43.72160,Azas
31039,31,0.94080,43.24950,Bachas
31040,31,0.60700,42.90080,Bachos
31041,31,0.62350,42.98030,Bagiry
31042,31,0.62640,42.74920,Bagnères-de-Luchon
31043,31,0.56440,43.20280,Balesta
31044,31,1.50370,43.61080,Balma
31045,31,0.62230,43.03440,Barbazan
31046,31,0.63560,42.86770,Baren
31047,31,1.28920,43.22690,Bax
31048,31,1.62940,43.46140,Baziège
31049,31,1.52320,43.73470,Bazus
31050,31,0.86800,43.11400,Beauchalot
31051,31,1.10690,43.45450,Beaufort
31052,31,1.35700,43.37920,Beaumont-sur-Lèze
31053,31,1.55600,43.65170,Beaupuy
31054,31,1.73360,43.34900,Beauteville
31055,31,1.77130,43.46860,Beauville
31056,31,1.37530,43.66800,Beauzelle
31057,31,1.57090,43.50450,Belberaud
31058,31,1.55560,43.43750,Belbèze-de-Lauragais
31059,31,1.02730,43.13260,Belbèze-en-Comminges
31060,31,1.83150,43.43840,Bélesta-en-Lauragais
31061,31,1.09110,43.67790,Bellegarde-Sainte-Marie
31062,31,1.10140,43.78700,Bellesserre
31063,31,0.91830,43.25990,Benque
31064,31,0.54140,42.82140,Benque-Dessous-et-Dessus
31065,31,1.17420,43.37710,Bérat
31066,31,1.58460,43.79400,Bessières
31067,31,0.70830,42.93720,Bezins-Garraux
31068,31,0.53090,42.81960,Billière
31069,31,1.37700,43.64100,Blagnac
31070,31,0.64880,43.25190,Blajan
31071,31,1.16110,43.34040,Bois-de-la-Pierre
31072,31,0.82790,43.40740,Boissède
31073,31,1.54550,43.84550,Bondigoux
31074,31,1.62290,43.67570,Bonrepos-Riquet
31075,31,1.13950,43.54290,Bonrepos-sur-Aussonnelle
31076,31,0.63470,43.12410,Bordes-de-Rivière
31077,31,1.53940,43.89520,Le Born
31078,31,0.50430,43.17900,Boudrac
31079,31,1.41920,43.79580,Bouloc
31080,31,0.64900,43.29030,Boulogne-sur-Gesse
31081,31,0.48590,42.86160,Bourg-d'Oueil
31082,31,1.70280,43.60690,Bourg-Saint-Bernard
31083,31,0.87020,43.24170,Boussan
31084,31,0.95940,43.17470,Boussens
31085,31,0.77220,42.91690,Boutx
31086,31,0.88650,43.18840,Bouzin
31087,31,1.06800,43.48940,Bragayrac
31088,31,1.23090,43.61540,Brax
31089,31,1.19790,43.70660,Bretx
31090,31,0.99930,43.76640,Brignemont
31091,31,1.41050,43.72580,Bruguières
31092,31,0.63640,42.88560,Burgalays
31093,31,1.14840,43.79190,Le Burgaud
31094,31,1.60990,43.77210,Buzet-sur-Tarn
31095,31,0.74160,43.03540,Cabanac-Cazaux
31096,31,1.02090,43.78980,Cabanac-Séguenville
31097,31,1.87060,43.52370,Le Cabanial
31098,31,1.04890,43.72500,Cadours
31099,31,1.70700,43.31820,Caignac
31100,31,1.62510,43.28320,Calmont
31101,31,1.17850,43.46430,Cambernard
31102,31,1.79280,43.49110,Cambiac
31103,31,1.33670,43.21780,Canens
31104,31,1.26070,43.33540,Capens
31105,31,1.70900,43.49820,Caragoudes
31106,31,1.74870,43.53240,Caraman
31107,31,1.23210,43.30630,Carbonne
31108,31,0.67880,43.19640,Cardeilhac
31109,31,0.80080,43.22960,Cassagnabère-Tournas
31110,31,0.99200,43.12420,Cassagne
31111,31,1.34540,43.23520,Castagnac
31112,31,0.97650,43.05100,Castagnède
31113,31,1.50690,43.50830,Castanet-Tolosan
31114,31,0.92840,43.03310,Castelbiague
31115,31,0.90190,43.34990,Castelgaillard
31116,31,1.43490,43.69800,Castelginest
31117,31,1.52890,43.68630,Castelmaurou
31118,31,1.35160,43.79560,Castelnau-d'Estrétefonds
31119,31,1.01380,43.30800,Castelnau-Picampeau
31120,31,1.15030,43.67170,Le Castéra
31121,31,0.78280,43.27820,Castéra-Vignoles
31122,31,0.99310,43.32690,Casties-Labrande
31123,31,0.56180,42.75340,Castillon-de-Larboust
31124,31,0.85750,43.13970,Castillon-de-Saint-Martory
31125,31,0.50780,42.82300,Cathervielle
31126,31,1.07560,43.71550,Caubiac
31127,31,0.51990,42.84990,Caubous
31128,31,1.45540,43.29700,Caujac
31129,31,0.58100,42.80330,Cazarilh-Laspènes
31130,31,0.54180,43.17830,Cazaril-Tambourès
31131,31,0.72200,42.98540,Cazaunous
31132,31,0.59500,42.87000,Cazaux-Layrisse
31133,31,0.53770,42.75670,Cazeaux-de-Larboust
31134,31,0.86050,43.18460,Cazeneuve-Montaut
31135,31,1.10050,43.21550,Cazères
31136,31,1.43680,43.74870,Cépet
31137,31,1.74440,43.45710,Cessales
31138,31,0.69510,43.23660,Charlas
31139,31,0.67120,42.93890,Chaum
31140,31,0.87810,43.00340,Chein-Dessus
31141,31,0.73540,43.25530,Ciadoux
31142,31,0.58700,42.85590,Cier-de-Luchon
31143,31,0.62950,43.06050,Cier-de-Rivière
31144,31,0.63270,42.90050,Cierp-Gaud
31145,31,1.53750,43.30000,Cintegabelle
31146,31,0.50630,42.85270,Cirès
31147,31,0.61500,43.11130,Clarac
31148,31,1.44530,43.45840,Clermont-le-Fort
31149,31,1.32450,43.61160,Colomiers
31150,31,1.31970,43.64900,Cornebarrieu
31151,31,1.49070,43.47070,Corronsac
31152,31,0.87740,43.34610,Coueilles
31153,31,1.09350,43.19620,Couladère
31155,31,0.81880,43.04830,Couret
31156,31,1.04190,43.76060,Cox
31157,31,1.34320,43.54460,Cugnaux
31158,31,0.52220,43.10630,Cuguron
31159,31,0.62050,43.14790,Le Cuing
31160,31,1.26850,43.68490,Daux
31161,31,1.53110,43.48410,Deyme
31162,31,1.55060,43.47280,Donneville
31163,31,1.59960,43.59200,Drémil-Lafage
31164,31,1.10060,43.76380,Drudas
31165,31,1.35430,43.43240,Eaunes
31166,31,1.07400,43.53600,Empeaux
31167,31,0.74640,43.05110,Encausse-les-Thermes
31168,31,0.88350,43.27730,Eoux
31169,31,1.55280,43.52010,Escalquens
31170,31,0.75770,43.27340,Escanecrabe
31171,31,1.48850,43.45130,Espanès
31172,31,0.81000,43.26320,Esparron
31173,31,1.39740,43.29840,Esperce
31174,31,0.83980,43.03340,Estadens
31175,31,0.78330,43.10940,Estancarbon
31176,31,0.63230,42.94310,Esténos
31177,31,0.68400,42.92590,Eup
31178,31,0.89190,43.31280,Fabas
31179,31,1.82560,43.56470,Le Faget
31180,31,1.84250,43.47960,Falga
31181,31,1.30030,43.39960,Le Fauga
31182,31,1.38970,43.68640,Fenouillet
31183,31,0.90730,43.08570,Figarol
31184,31,1.55140,43.59750,Flourens
31185,31,1.79540,43.40610,Folcarde
31186,31,1.43680,43.67920,Fonbeauzard
31187,31,1.24290,43.53320,Fonsorbes
31188,31,1.20480,43.55240,Fontenilles
31189,31,1.04290,43.43220,Forgues
31190,31,0.75450,42.86060,Fos
31191,31,0.93820,42.98770,Fougaron
31192,31,1.62310,43.50040,Fourquevaux
31193,31,1.06730,43.28670,Le Fousseret
31194,31,1.74790,43.58720,Francarville
31195,31,1.00180,43.00740,Francazal
31196,31,0.98840,43.26050,Francon
31197,31,0.53040,43.13330,Franquevielle
31198,31,0.93030,43.19030,Le Fréchet
31199,31,0.66880,42.95480,Fronsac
31200,31,0.67000,42.96470,Frontignan-de-Comminges
31201,31,0.91290,43.39900,Frontignan-Savès
31202,31,1.37140,43.85290,Fronton
31203,31,1.31250,43.52180,Frouzins
31204,31,0.98440,43.30280,Fustignac
31205,31,1.36360,43.70770,Gagnac-sur-Garonne
31206,31,1.45300,43.25730,Gaillac-Toulza
31207,31,0.63370,42.99180,Galié
31208,31,0.83790,43.06110,Ganties
31209,31,1.09700,43.68690,Garac
31210,31,1.67810,43.38340,Gardouch
31211,31,1.45950,43.75890,Gargas
31212,31,1.54900,43.71230,Garidech
31213,31,0.49100,42.80930,Garin
31215,31,1.63970,43.61830,Gauré
31216,31,1.59670,43.73880,Gémil
31217,31,0.66810,43.00040,Génos
31218,31,0.60370,43.25930,Gensac-de-Boulogne
31219,31,1.14220,43.21610,Gensac-sur-Garonne
31220,31,1.67280,43.30170,Gibel
31221,31,0.47830,42.78040,Gouaux-de-Larboust
31222,31,0.64400,42.85010,Gouaux-de-Luchon
31223,31,0.95590,43.38000,Goudex
31224,31,0.57450,43.07080,Gourdan-Polignan
31225,31,1.17380,43.21380,Goutevernisse
31226,31,1.18430,43.18020,Gouzens
31227,31,1.42520,43.48170,Goyrans
31228,31,1.58280,43.68520,Gragnague
31229,31,1.12080,43.32450,Gratens
31230,31,1.43330,43.72060,Gratentour
31231,31,1.44910,43.31170,Grazac
31232,31,1.27910,43.77020,Grenade
31233,31,1.45390,43.40530,Grépiac
31234,31,1.09810,43.71900,Le Grès
31235,31,0.60460,42.88400,Guran
31236,31,0.88920,42.97520,Herran
31237,31,0.96790,43.06370,His
31238,31,0.60000,43.06730,Huos
31239,31,0.83100,43.37920,L'Isle-en-Dodon
31240,31,1.50010,43.42320,Issus
31241,31,0.74800,43.01240,Izaut-de-l'Hôtel
31242,31,0.47630,42.83040,Jurvielle
31243,31,1.79360,43.44610,Juzes
31244,31,0.63100,42.80360,Juzet-de-Luchon
31245,31,0.75750,42.97080,Juzet-d'Izaut
31246,31,0.83370,43.10790,Labarthe-Inard
31247,31,0.67860,43.08370,Labarthe-Rivière
31248,31,1.39950,43.45890,Labarthe-sur-Lèze
31249,31,1.66350,43.48220,Labastide-Beauvoir
31250,31,1.10710,43.34990,Labastide-Clermont
31251,31,0.94050,43.33210,Labastide-Paumès
31252,31,1.46670,43.73690,Labastide-Saint-Sernin
31253,31,1.24110,43.45540,Labastidette
31254,31,1.52070,43.53960,Labège
31255,31,0.58740,43.04330,Labroquère
31256,31,1.47120,43.40560,Labruyère-Dorsa
31258,31,1.28080,43.28000,Lacaugne
31259,31,1.42560,43.50220,Lacroix-Falgarde
31260,31,0.90700,43.16510,Laffite-Toupière
31261,31,1.15970,43.30270,Lafitte-Vigordane
31262,31,1.69730,43.34640,Lagarde
31263,31,1.39290,43.41620,Lagardelle-sur-Lèze
31264,31,1.40770,43.33610,Lagrâce-Dieu
31265,31,1.07560,43.79010,Lagraulet-Saint-Nicolas
31266,31,1.06990,43.44140,Lahage
31267,31,1.18780,43.14120,Lahitère
31268,31,0.69870,43.18640,Lalouret-Laffiteau
31269,31,1.25000,43.48570,Lamasquère
31270,31,0.78060,43.12880,Landorthe
31271,31,1.66870,43.55730,Lanta
31272,31,1.31050,43.20540,Lapeyrère
31273,31,1.51030,43.70330,Lapeyrouse-Fossat
31274,31,0.71970,43.17100,Larcan
31275,31,1.02060,43.74100,Laréole
31276,31,0.61150,43.19660,Larroque
31277,31,1.17600,43.63700,Lasserre-Pradère
31278,31,0.78150,43.17280,Latoue
31279,31,1.28220,43.20280,Latour
31280,31,1.29240,43.24840,Latrape
31281,31,1.16570,43.75260,Launac
31282,31,1.45790,43.66680,Launaguet
31283,31,1.06680,43.37890,Lautignac
31284,31,1.56570,43.55780,Lauzerville
31285,31,1.59530,43.64060,Lavalette
31286,31,1.11490,43.25450,Lavelanet-de-Comminges
31287,31,1.24110,43.39100,Lavernose-Lacasse
31288,31,1.56550,43.83270,Layrac-sur-Tarn
31289,31,0.48900,43.15120,Lécussan
31290,31,0.59730,42.87770,Lège
31291,31,1.23530,43.59280,Léguevin
31292,31,1.00600,43.24480,Lescuns
31293,31,1.38210,43.71740,Lespinasse
31294,31,0.76030,43.06500,Lespiteau
31295,31,0.66520,43.23110,Lespugue
31296,31,0.90420,43.11770,Lestelle-de-Saint-Martory
31297,31,1.20360,43.66460,Lévignac
31299,31,1.22880,43.42730,Lherm
31300,31,0.77340,43.14920,Lieoux
31301,31,0.81090,43.28540,Lilhac
31302,31,0.66080,43.16640,Lodes
31303,31,1.21140,43.35710,Longages
31304,31,1.78400,43.57620,Loubens-Lauragais
31305,31,0.57550,43.13970,Loudet
31306,31,0.65680,42.98490,Lourde
31308,31,0.62720,43.01330,Luscan
31309,31,0.95300,43.29440,Lussan-Adeilhac
31310,31,1.78540,43.42990,Lux
31311,31,1.53670,43.81460,La Magdelaine-sur-Tarn
31312,31,1.25040,43.24850,Mailholas
31313,31,0.69890,43.00650,Malvezie
31314,31,0.93850,43.16710,Mancioux
31315,31,0.94280,43.08040,Mane
31316,31,0.66490,42.89300,Marignac
31317,31,1.10950,43.30420,Marignac-Lasclares
31318,31,0.96270,43.21210,Marignac-Laspeyres
31319,31,1.47560,43.22290,Marliac
31320,31,1.26010,43.31100,Marquefave
31321,31,0.99290,43.10720,Marsoulas
31322,31,0.88470,43.39610,Martisserre
31323,31,0.64220,43.08340,Martres-de-Rivière
31324,31,0.99400,43.20520,Martres-Tolosane
31325,31,1.75310,43.55750,Mascarville
31326,31,1.36450,43.22380,Massabrac
31327,31,1.01930,43.18570,Mauran
31328,31,1.68110,43.45570,Mauremont
31329,31,1.79680,43.46680,Maurens
31330,31,1.43410,43.32220,Mauressac
31331,31,1.71410,43.53170,Maureville
31332,31,1.53390,43.35870,Mauvaisin
31333,31,0.92130,43.38170,Mauvezin
31334,31,1.30280,43.37720,Mauzac
31335,31,0.53890,42.84900,Mayrègne
31336,31,0.96050,43.13410,Mazères-sur-Salat
31337,31,0.80360,42.86430,Melles
31338,31,1.18880,43.67890,Menville
31339,31,1.17100,43.62110,Mérenvielle
31340,31,1.47300,43.50670,Mervilla
31341,31,1.29160,43.72270,Merville
31342,31,0.82540,42.97600,Milhas
31343,31,0.86500,43.40490,Mirambeau
31344,31,0.75860,43.08860,Miramont-de-Comminges
31345,31,1.41770,43.37330,Miremont
31346,31,1.57260,43.82690,Mirepoix-sur-Tarn
31347,31,0.77850,43.40090,Molas
31348,31,0.70400,42.96870,Moncaup
31349,31,1.04100,43.23940,Mondavezan
31350,31,0.70910,43.29020,Mondilhan
31351,31,1.27350,43.66910,Mondonville
31352,31,1.56020,43.63040,Mondouzil
31353,31,1.03330,43.41800,Monès
31354,31,1.66000,43.33510,Monestrol
31355,31,1.56960,43.60920,Mons
31356,31,1.23290,43.68550,Montaigut-sur-Save
31357,31,0.89910,43.04120,Montastruc-de-Salies
31358,31,1.58990,43.72090,Montastruc-la-Conseillère
31359,31,1.01850,43.36140,Montastruc-Savès
31360,31,0.62600,42.79100,Montauban-de-Luchon
31361,31,1.31470,43.34190,Montaut
31362,31,1.15350,43.16110,Montberaud
31363,31,0.76830,43.30310,Montbernard
31364,31,1.49010,43.71880,Montberon
31365,31,1.25660,43.11790,Montbrun-Bocage
31366,31,1.52190,43.45550,Montbrun-Lauragais
31367,31,1.03300,43.16900,Montclar-de-Comminges
31368,31,1.71210,43.36230,Montclar-Lauragais
31369,31,0.64580,42.99300,Mont-de-Galié
31370,31,0.98630,43.28300,Montégut-Bourjac
31371,31,1.93410,43.47920,Montégut-Lauragais
31372,31,0.85840,43.08420,Montespan
31373,31,0.76490,43.33660,Montesquieu-Guittaut
31374,31,1.62670,43.40670,Montesquieu-Lauragais
31375,31,1.21840,43.17780,Montesquieu-Volvestre
31376,31,0.93280,43.05980,Montgaillard-de-Salies
31377,31,1.70370,43.42930,Montgaillard-Lauragais
31378,31,0.71450,43.25450,Montgaillard-sur-Save
31379,31,1.30610,43.30380,Montgazin
31380,31,1.64270,43.34580,Montgeard
31381,31,1.56870,43.45070,Montgiscard
31382,31,1.07210,43.45070,Montgras
31383,31,1.52820,43.77860,Montjoire
31384,31,1.57990,43.48360,Montlaur
31385,31,0.63800,43.22540,Montmaurin
31386,31,0.91020,43.23020,Montoulieu-Saint-Bernard
31387,31,1.01010,43.27920,Montoussin
31388,31,1.64490,43.70740,Montpitol
31389,31,1.53330,43.64360,Montrabé
31390,31,0.55880,43.08760,Montréjeau
31391,31,0.93280,43.10840,Montsaunès
31392,31,1.69830,43.48810,Mourvilles-Basses
31393,31,1.82060,43.42460,Mourvilles-Hautes
31394,31,0.59110,42.81390,Moustajon
31395,31,1.29870,43.44070,Muret
31396,31,1.61150,43.36730,Nailloux
31397,31,0.70950,43.35320,Nénigan
31398,31,0.59790,43.22980,Nizan-Gesse
31399,31,1.27040,43.36440,Noé
31400,31,1.93470,43.49340,Nogaret
31401,31,1.52790,43.41350,Noueilles
31402,31,1.59190,43.52340,Odars
31403,31,1.30460,43.78570,Ondes
31404,31,0.48900,42.74750,Oô
31405,31,0.64630,42.97370,Ore
31406,31,1.05900,43.19480,Palaminy
31407,31,1.55560,43.76020,Paulhac
31408,31,0.71630,43.03430,Payssous
31409,31,1.51240,43.50120,Péchabou
31410,31,1.45610,43.71110,Pechbonnieu
31411,31,1.45440,43.52690,Pechbusque
31412,31,0.70300,43.32560,Péguilhan
31413,31,1.11410,43.74200,Pelleport
31414,31,0.91070,43.28980,Peyrissas
31415,31,0.83620,43.20900,Peyrouzet
31416,31,1.18060,43.32640,Peyssies
31417,31,1.25840,43.62450,Pibrac
31418,31,1.53730,43.62220,Pin-Balma
31419,31,1.02210,43.39740,Le Pin-Murelet
31420,31,1.39190,43.50300,Pinsaguel
31421,31,1.39140,43.48250,Pins-Justaret
31422,31,1.05840,43.15910,Plagne
31423,31,1.07000,43.41140,Plagnole
31424,31,1.28330,43.56260,Plaisance-du-Touch
31425,31,1.12460,43.16310,Le Plan
31426,31,0.62600,43.09090,Pointis-de-Rivière
31427,31,0.79490,43.08620,Pointis-Inard
31428,31,0.95050,43.31930,Polastron
31429,31,1.51990,43.49580,Pompertuzat
31430,31,0.59430,43.10970,Ponlat-Taillebourg
31431,31,0.85220,42.94120,Portet-d'Aspet
31432,31,0.47320,42.81260,Portet-de-Luchon
31433,31,1.39950,43.52850,Portet-sur-Garonne
31434,31,0.49090,42.82720,Poubeau
31435,31,1.16570,43.42000,Poucharramet
31436,31,1.05250,43.33650,Pouy-de-Touges
31437,31,1.53530,43.43410,Pouze
31439,31,1.62650,43.51880,Préserville
31440,31,0.86720,43.15750,Proupiary
31441,31,1.73010,43.57200,Prunet
31442,31,1.42000,43.33150,Puydaniel
31443,31,0.74940,43.37120,Puymaurin
31444,31,1.06700,43.75310,Puysségur
31445,31,1.53720,43.58060,Quint-Fonsegrives
31446,31,1.47840,43.54380,Ramonville-Saint-Agne
31447,31,0.81390,42.96260,Razecueillé
31448,31,1.48010,43.48960,Rebigue
31449,31,0.71930,43.05350,Régades
31450,31,1.72240,43.38030,Renneville
31451,31,1.99750,43.46790,Revel
31452,31,0.75160,43.07730,Rieucazé
31453,31,1.80230,43.41120,Rieumajou
31454,31,1.11040,43.41300,Rieumes
31455,31,1.20960,43.25380,Rieux-Volvestre
31456,31,0.91950,43.35010,Riolas
31457,31,0.98390,43.16030,Roquefort-sur-Garonne
31458,31,1.35760,43.50700,Roques
31459,31,1.63400,43.72990,Roquesérière
31460,31,1.37450,43.49480,Roquettes
31461,31,0.88230,43.05500,Rouède
31462,31,1.52530,43.66380,Rouffiac-Tolosan
31463,31,1.93880,43.46340,Roumens
31464,31,1.05700,43.46660,Sabonnères
31465,31,0.56710,42.82090,Saccourvielle
31466,31,1.14240,43.52400,Saiguède
31467,31,1.41330,43.69550,Saint-Alban
31468,31,0.84820,43.27520,Saint-André
31469,31,1.00670,43.35360,Saint-Araille
31470,31,0.57450,42.75830,Saint-Aventin
31471,31,0.69450,42.89940,Saint-Béat-Lez
31472,31,0.55620,43.02290,Saint-Bertrand-de-Comminges
31473,31,1.19210,43.78060,Saint-Cézert
31474,31,1.13290,43.19150,Saint-Christaud
31475,31,1.20800,43.47490,Saint-Clar-de-Rivière
31476,31,1.13800,43.28260,Saint-Élix-le-Château
31477,31,0.84980,43.19570,Saint-Élix-Séglan
31478,31,1.90570,43.45400,Saint-Félix-Lauragais
31479,31,0.73800,43.34100,Saint-Ferréol-de-Comminges
31480,31,1.60370,43.55140,Sainte-Foy-d'Aigrefeuille
31481,31,1.13620,43.47540,Sainte-Foy-de-Peyrolières
31482,31,0.85120,43.33190,Saint-Frajou
31483,31,0.72540,43.12090,Saint-Gaudens
31484,31,1.48190,43.68090,Saint-Geniès-Bellevue
31485,31,1.72550,43.46720,Saint-Germier
31486,31,1.26890,43.42110,Saint-Hilaire
31487,31,0.68600,43.15820,Saint-Ignan
31488,31,1.50160,43.66410,Saint-Jean
31489,31,1.61930,43.69760,Saint-Jean-Lherm
31490,31,1.35390,43.73980,Saint-Jory
31491,31,1.89490,43.49430,Saint-Julia
31492,31,1.14600,43.24970,Saint-Julien-sur-Garonne
31493,31,0.73970,43.22060,Saint-Lary-Boujean
31494,31,0.80070,43.32550,Saint-Laurent
31495,31,1.56450,43.39620,Saint-Léon
31496,31,1.11360,43.64870,Sainte-Livrade
31497,31,1.47860,43.69680,Saint-Loup-Cammas
31498,31,0.57300,43.24260,Saint-Loup-en-Comminges
31499,31,1.20230,43.51060,Saint-Lys
31500,31,0.63280,42.77190,Saint-Mamet
31501,31,1.61490,43.65640,Saint-Marcel-Paulel
31502,31,0.74370,43.19380,Saint-Marcet
31503,31,0.93840,43.14490,Saint-Martory
31504,31,0.82900,43.12870,Saint-Médard
31505,31,1.08190,43.16130,Saint-Michel
31506,31,1.53320,43.55500,Saint-Orens-de-Gameville
31507,31,1.21970,43.69900,Saint-Paul-sur-Save
31508,31,0.55160,42.84080,Saint-Paul-d'Oueil
31509,31,0.68160,42.98560,Saint-Pé-d'Ardet
31510,31,0.69640,43.26810,Saint-Pé-Delbosc
31511,31,1.64080,43.63710,Saint-Pierre
31512,31,1.62700,43.56570,Saint-Pierre-de-Lages
31513,31,0.56830,43.16900,Saint-Plancard
31514,31,1.67450,43.41510,Saint-Rome
31515,31,1.32820,43.80270,Saint-Rustice
31516,31,1.39470,43.74900,Saint-Sauveur
31517,31,1.34100,43.32520,Saint-Sulpice-sur-Lèze
31518,31,1.08350,43.51520,Saint-Thomas
31519,31,1.75820,43.43980,Saint-Vincent
31520,31,1.02590,43.37650,Sajas
31521,31,0.96490,43.02340,Saleich
31522,31,0.82750,43.30780,Salherm
31523,31,0.96370,43.10130,Salies-du-Salat
31524,31,0.60720,42.83210,Salles-et-Pratviel
31525,31,1.17110,43.27700,Salles-sur-Garonne
31526,31,1.26550,43.57680,La Salvetat-Saint-Gilles
31527,31,1.80130,43.54660,La Salvetat-Lauragais
31528,31,0.72230,43.23980,Saman
31529,31,0.94800,43.26730,Samouillan
31530,31,1.01150,43.22770,Sana
31531,31,0.59430,43.21550,Sarrecave
31532,31,0.66730,43.21100,Sarremezan
31533,31,1.35920,43.47990,Saubens
31534,31,1.72570,43.59220,Saussens
31535,31,0.67440,43.03370,Sauveterre-de-Comminges
31536,31,0.70430,43.15080,Saux-et-Pomarède
31537,31,0.80320,43.12370,Savarthès
31538,31,1.09910,43.37430,Savères
31539,31,0.54040,43.14670,Sédeilhac
31540,31,1.74910,43.49180,Ségreville
31541,31,1.35740,43.69200,Seilh
31542,31,0.58100,43.05170,Seilhan
31543,31,0.97760,43.35330,Sénarens
31544,31,0.78240,42.96250,Sengouagnet
31545,31,0.84010,43.15630,Sepx
31546,31,1.66380,43.36420,Seyre
31547,31,1.28220,43.49710,Seysses
31548,31,0.61670,42.90840,Signac
31549,31,0.63990,42.81220,Sode
31550,31,0.78320,43.05240,Soueich
31551,31,1.67730,43.51220,Tarabel
31552,31,0.97520,43.24030,Terrebasse
31553,31,1.15030,43.70590,Thil
31554,31,0.98040,43.08560,Touille
31555,31,1.43280,43.60070,Toulouse
31556,31,0.54980,43.11270,Les Tourreilles
31557,31,1.33380,43.57470,Tournefeuille
31558,31,1.74630,43.47470,Toutens
31559,31,0.56870,42.80210,Trébons-de-Luchon
31560,31,1.72250,43.45050,Trébons-sur-la-Grasse
31561,31,1.48300,43.65150,L'Union
31562,31,0.95900,43.00080,Urau
31563,31,1.48600,43.78950,Vacquiers
31564,31,0.58280,43.03000,Valcabrère
31565,31,0.70090,43.08860,Valentine
31566,31,1.75470,43.42560,Vallègue
31567,31,1.64870,43.59480,Vallesvilles
31568,31,1.69550,43.47790,Varennes
31569,31,2.00080,43.42260,Vaudreuille
31570,31,1.82980,43.46200,Vaux
31571,31,1.76510,43.59040,Vendine
31572,31,1.46290,43.43630,Venerque
31573,31,1.67920,43.65790,Verfeil
31574,31,1.41930,43.42720,Vernet
31575,31,1.43680,43.52990,Vieille-Toulouse
31576,31,1.65990,43.40920,Vieillevigne
31577,31,1.06540,43.68970,Vignaux
31578,31,1.44820,43.50800,Vigoulet-Auzil
31579,31,1.48990,43.75120,Villariès
31580,31,1.38300,43.46790,Villate
31581,31,1.43720,43.83200,Villaudric
31582,31,1.71850,43.40650,Villefranche-de-Lauragais
31583,31,1.49340,43.83120,Villematier
31584,31,1.49470,43.85820,Villemur-sur-Tarn
31585,31,0.66810,43.12100,Villeneuve-de-Rivière
31586,31,0.48430,43.13440,Villeneuve-Lécussan
31587,31,1.42470,43.77950,Villeneuve-lès-Bouloc
31588,31,1.34470,43.52730,Villeneuve-Tolosane
31589,31,1.65830,43.43680,Villenouvelle
31590,31,0.60950,42.90480,Binos
31591,31,1.03020,43.11060,Escoulis
31592,31,1.22230,43.73550,Larra
31593,31,0.95620,43.34670,Cazac
32001,32,0.09100,43.69900,Aignan
32002,32,0.78430,43.68600,Ansan
32003,32,0.44650,43.73040,Antras
32004,32,-0.17590,43.70490,Arblade-le-Bas
32005,32,-0.06600,43.74150,Arblade-le-Haut
32007,32,0.99770,43.72620,Ardizas
32008,32,0.09660,43.52190,Armentieux
32009,32,0.18830,43.57070,Armous-et-Cau
32010,32,0.58350,43.35990,Arrouède
32012,32,0.78090,43.65160,Aubiet
32013,32,0.56730,43.66020,Auch
32014,32,0.77460,43.72460,Augnax
32015,32,0.50160,43.37480,Aujan-Mournède
32016,32,1.07680,43.56210,Auradé
32017,32,-0.20400,43.62000,Aurensan
32018,32,0.82890,43.56640,Aurimont
32019,32,0.63250,43.57800,Auterive
32020,32,0.26250,43.44130,Aux-Aussat
32021,32,0.90070,43.83000,Avensac
32022,32,0.06470,43.75810,Avéron-Bergelle
32023,32,0.80200,43.88240,Avezan
32024,32,0.41590,43.83080,Ayguetinte
32025,32,-0.02570,43.85860,Ayzieu
32026,32,0.76630,43.81270,Bajonnette
32027,32,-0.20650,43.69500,Barcelonne-du-Gers
32028,32,0.39730,43.37530,Barcugnan
32029,32,0.44870,43.62360,Barran
32030,32,0.30050,43.51180,Bars
32031,32,0.13830,43.79680,Bascous
32032,32,0.24610,43.57350,Bassoues
32033,32,0.31870,43.66790,Bazian
32034,32,0.34270,43.45210,Bazugues
32035,32,0.37210,43.83360,Beaucaire
32036,32,0.10290,43.59070,Beaumarchés
32037,32,0.28820,43.93700,Beaumont
32038,32,1.01720,43.64700,Beaupuy
32039,32,0.15580,43.43230,Beccas
32040,32,0.78900,43.57410,Bédéchan
32041,32,0.63290,43.43070,Bellegarde
32042,32,0.43800,43.45620,Belloc-Saint-Clamens
32043,32,0.23990,43.68860,Belmont
32044,32,0.41060,43.92210,Béraut
32045,32,0.40040,43.46850,Berdoues
32046,32,-0.22000,43.67230,Bernède
32047,32,0.55010,44.00930,Berrac
32048,32,0.67950,43.44800,Betcave-Aguin
32049,32,0.02410,43.71840,Bétous
32050,32,0.20930,43.42020,Betplan
32051,32,0.88110,43.53330,Bézéril
32052,32,0.35500,43.82090,Bezolles
